tf,ma,z,gate,stop,rr,ret,pf,n,win,dd,sharpe
4h,100,1.5,True,3.0,1.0,-0.02413804638463901,0.8528202522529382,32,0.46875,-0.051719029053819754,-0.406592018314631
4h,100,1.5,True,3.0,1.5,-0.006104458292222836,0.9650460570274793,30,0.4,-0.035335498984509495,-0.060230137780850984
4h,100,1.5,True,3.0,2.0,0.034436312355023535,1.2184818349850097,26,0.38461538461538464,-0.03968599396231243,0.48601978895580294
4h,100,1.5,False,1.0,0.5,-0.1884970158481135,0.7826631341968339,259,0.6447876447876448,-0.23145079243459543,-1.6690691342650767
4h,100,1.5,False,1.0,0.75,-0.1576835414207206,0.827854187210294,208,0.5528846153846154,-0.23197890320379522,-1.2520120076946377
4h,100,1.5,False,1.0,1.0,-0.05877584717720552,0.9374852461415049,186,0.510752688172043,-0.1480212523096197,-0.36394747889091483
4h,100,1.5,False,1.0,1.5,-0.06213943572220648,0.9314192499099605,150,0.4066666666666667,-0.18105358941003646,-0.34255704672473797
4h,100,1.5,False,1.0,2.0,-0.08580080238637944,0.9050773279665965,127,0.33070866141732286,-0.20926985513088603,-0.4738297112585488
4h,100,1.5,False,1.5,0.5,-0.02932143018877087,0.9480758434679996,172,0.6744186046511628,-0.09067821342022941,-0.26922301937076126
4h,100,1.5,False,1.5,0.75,-0.026166379824169916,0.9546719389509517,133,0.5789473684210527,-0.107253509436807,-0.21265652291200496
4h,100,1.5,False,1.5,1.0,0.017143536796796033,1.031245525714368,110,0.5272727272727272,-0.08225954240285549,0.20932237245697605
4h,100,1.5,False,1.5,1.5,-0.0711968799228434,0.8625973035015337,84,0.38095238095238093,-0.110457636109209,-0.5992663176646594
4h,100,1.5,False,1.5,2.0,-0.07734487341542973,0.8479768591482798,74,0.3108108108108108,-0.11974352971708202,-0.6049386143343275
4h,100,1.5,False,2.0,0.5,-0.01734798768074175,0.9562683172077067,119,0.6722689075630253,-0.08797542707985118,-0.1879334068583525
4h,100,1.5,False,2.0,0.75,0.025565250857762623,1.0667358432566896,93,0.6021505376344086,-0.0641748088828239,0.3410701634466036
4h,100,1.5,False,2.0,1.0,-0.04019875422018415,0.8939672255145049,74,0.4864864864864865,-0.11045674889598289,-0.43094701343278075
4h,100,1.5,False,2.0,1.5,-0.08793605337547028,0.7662804708500754,60,0.35,-0.11351207936268148,-0.9354598424808332
4h,100,1.5,False,2.0,2.0,-0.05661295680720868,0.8502172030405035,55,0.3090909090909091,-0.09240447518485906,-0.5115451422776026
4h,100,1.5,False,3.0,0.5,0.018199005013209035,1.0917736116828938,66,0.696969696969697,-0.030639172957455885,0.34972392678693065
4h,100,1.5,False,3.0,0.75,-0.032170953960356186,0.8501829125462876,48,0.5416666666666666,-0.06332817189859707,-0.5113635674751511
4h,100,1.5,False,3.0,1.0,-0.008549743547409006,0.9585670242228206,42,0.5,-0.03932433018197046,-0.10238736855601342
4h,100,1.5,False,3.0,1.5,0.021308277381376195,1.1026147161982138,37,0.43243243243243246,-0.03933094820454175,0.3150609673628855
4h,100,1.5,False,3.0,2.0,0.06184537519292488,1.3207070480752217,32,0.40625,-0.029033147929421688,0.7528585803420577
4h,100,2.0,True,1.0,0.5,-0.03331161947715988,0.8111719930353961,49,0.6530612244897959,-0.07162926803533931,-0.6377498331108793
4h,100,2.0,True,1.0,0.75,-0.014829583415223335,0.9212625784430051,43,0.5813953488372093,-0.0678466477462546,-0.23135637171350934
4h,100,2.0,True,1.0,1.0,-0.013943286945495625,0.93650857863368,43,0.5116279069767442,-0.0642025274801915,-0.17825981118255477
4h,100,2.0,True,1.0,1.5,-0.028597215400260945,0.8764300218482852,36,0.3888888888888889,-0.10341147327181344,-0.35329553030390437
4h,100,2.0,True,1.0,2.0,-0.05598829875189326,0.7715558240293812,34,0.29411764705882354,-0.12361255017446104,-0.6631159467922549
4h,100,2.0,True,1.5,0.5,-0.003440660969494136,0.9720763374368211,38,0.6842105263157895,-0.0373781935875106,-0.05839240487704672
4h,100,2.0,True,1.5,0.75,0.015528803256903867,1.1141896802209914,34,0.6176470588235294,-0.04754016314022791,0.3288861212772651
4h,100,2.0,True,1.5,1.0,0.019355080781596534,1.141478817981893,29,0.5517241379310345,-0.054007831415496144,0.3768159219553279
4h,100,2.0,True,1.5,1.5,-0.009022679111831522,0.9405019092606441,25,0.4,-0.047996667472249066,-0.11656422860971355
4h,100,2.0,True,1.5,2.0,-0.029460162797345757,0.8149610434958032,23,0.30434782608695654,-0.04552391128303501,-0.4138155779853285
4h,100,2.0,True,2.0,0.5,-0.0038471735729035395,0.965358130881679,34,0.6764705882352942,-0.038560029091121883,-0.07420418049961097
4h,100,2.0,True,2.0,0.75,-0.016931801494848187,0.8709089876382187,29,0.5517241379310345,-0.06537483391036158,-0.338859748482201
4h,100,2.0,True,2.0,1.0,-0.03689893552617485,0.7353930653713382,25,0.44,-0.07163521180999677,-0.7204164445251551
4h,100,2.0,True,2.0,1.5,-0.058438955428726014,0.6225372780830594,23,0.30434782608695654,-0.061366060039198755,-1.027522484735816
4h,100,2.0,True,2.0,2.0,-0.05451962383110909,0.6718667262097098,23,0.2608695652173913,-0.05451962383110909,-0.8339144910046323
4h,100,2.0,True,3.0,0.5,0.020385462576155478,1.3374173374903622,23,0.7391304347826086,-0.02599830917903101,0.6516425550257589
4h,100,2.0,True,3.0,0.75,-0.0032802095587166624,0.9592035479673359,19,0.5789473684210527,-0.033016347381440214,-0.06897840275953983
4h,100,2.0,True,3.0,1.0,-0.042156414491682725,0.6020734628464456,18,0.3888888888888889,-0.042156414491682725,-0.9979779047828291
4h,100,2.0,True,3.0,1.5,-0.04552921430740009,0.6035568683376362,17,0.29411764705882354,-0.05349331084426334,-0.9453874670492751
4h,100,2.0,True,3.0,2.0,0.014955921203970712,1.1484042885181542,16,0.375,-0.030755769120271892,0.2822085774408358
4h,100,2.0,False,1.0,0.5,-0.05041479960391371,0.8677195872237193,110,0.6636363636363637,-0.09084113304123353,-0.6348835270131377
4h,100,2.0,False,1.0,0.75,-0.017283224536194353,0.9589533070246576,97,0.5876288659793815,-0.08476316752094004,-0.15840870377893776
4h,100,2.0,False,1.0,1.0,0.04272176992516408,1.0942049047430145,93,0.5483870967741935,-0.06076555678382933,0.47097382611014565
4h,100,2.0,False,1.0,1.5,-0.04606160679770421,0.9062251013084246,78,0.3974358974358974,-0.12984672962472943,-0.37506040297559606
4h,100,2.0,False,1.0,2.0,-0.06976161267036607,0.861077649484933,72,0.3194444444444444,-0.1433336423143926,-0.5384297167040875
4h,100,2.0,False,1.5,0.5,0.09615870435237528,1.4502303801017777,83,0.7590361445783133,-0.03464972514599873,1.5384111356021324
4h,100,2.0,False,1.5,0.75,0.09909846753444929,1.3765641161724314,72,0.6666666666666666,-0.04930723352968669,1.339970904564678
4h,100,2.0,False,1.5,1.0,0.07073819239921697,1.2617764186859506,59,0.576271186440678,-0.05948334178765624,0.9159617579580468
4h,100,2.0,False,1.5,1.5,0.016313592474227256,1.0566875583483908,49,0.42857142857142855,-0.06384476683614049,0.22469435791051467
4h,100,2.0,False,1.5,2.0,-0.0731834117710759,0.7704853753115773,45,0.28888888888888886,-0.0879762165824105,-0.7724639903477091
4h,100,2.0,False,2.0,0.5,0.022641866112144582,1.1103030753214116,68,0.7058823529411765,-0.03246796706220423,0.41790526527441174
4h,100,2.0,False,2.0,0.75,0.03378929486528337,1.1642127434976268,53,0.6226415094339622,-0.04314318436454445,0.5611032012845324
4h,100,2.0,False,2.0,1.0,0.00618558662405766,1.0291526019062154,44,0.5227272727272727,-0.04692574531827187,0.12350820964140209
4h,100,2.0,False,2.0,1.5,-0.039297094131371835,0.8334685477279127,38,0.3684210526315789,-0.04355566009402334,-0.49868764812975447
4h,100,2.0,False,2.0,2.0,-0.023302510529130793,0.9075277400683569,37,0.32432432432432434,-0.05343451241973507,-0.2334123134289641
4h,100,2.0,False,3.0,0.5,0.027727200266761676,1.2739174181841524,37,0.7297297297297297,-0.031785822172130995,0.6938927904511509
4h,100,2.0,False,3.0,0.75,-0.0015069708114527902,0.9884377195030531,31,0.5806451612903226,-0.04017618915209653,-0.008894866394288088
4h,100,2.0,False,3.0,1.0,-0.03402382336982046,0.7820150451460646,29,0.4482758620689655,-0.04936910924268645,-0.6187506920556098
4h,100,2.0,False,3.0,1.5,-0.024700602337276334,0.8509173394003908,27,0.37037037037037035,-0.033064992888976685,-0.3709146896258151
4h,100,2.0,False,3.0,2.0,0.06857211582239753,1.51168875126075,23,0.43478260869565216,-0.028786838833368855,0.9356950921845092
4h,100,2.5,False,1.0,0.5,-0.04144127680135534,0.711327678960045,37,0.6216216216216216,-0.05463010889514308,-0.90126591093104
4h,100,2.5,False,1.0,0.75,-0.04026812725691109,0.7534135305164447,34,0.5294117647058824,-0.060272247533293966,-0.7564353493922318
4h,100,2.5,False,1.0,1.0,-0.04483759312173585,0.7400452854403078,31,0.45161290322580644,-0.07395235670104827,-0.7749709375626137
4h,100,2.5,False,1.0,1.5,-0.06292268695070014,0.6857419693368499,30,0.3333333333333333,-0.09699189382082152,-0.9383238066133219
4h,100,2.5,False,1.0,2.0,-0.035626774589588406,0.8262957544983252,29,0.3103448275862069,-0.07032671446484207,-0.4380294357212521
4h,100,2.5,False,1.5,0.5,-0.0017026269446523967,0.98123755713973,28,0.6785714285714286,-0.03217286611082304,-0.026707261819704196
4h,100,2.5,False,1.5,0.75,0.004362055032987255,1.0432551115056148,25,0.6,-0.02972716348311688,0.12052680040791576
4h,100,2.5,False,1.5,1.0,0.0007997589010224626,1.007128138234953,23,0.5217391304347826,-0.03240315928471005,0.03919447889436126
4h,100,2.5,False,1.5,1.5,0.021820646492343165,1.1761457302031715,22,0.45454545454545453,-0.04886047085255052,0.3900856492768563
4h,100,2.5,False,1.5,2.0,0.021728221553064087,1.1586038745050349,21,0.38095238095238093,-0.05807027645785234,0.348334792011105
4h,100,2.5,False,2.0,0.5,0.024760045207487202,1.411201385146776,24,0.75,-0.02171014920568004,0.7652754930213123
4h,100,2.5,False,2.0,0.75,0.004644060088679014,1.0580537119288513,20,0.6,-0.022304715482594717,0.13816074493201236
4h,100,2.5,False,2.0,1.0,0.02387764026013639,1.295954885286835,19,0.5789473684210527,-0.020365263189665583,0.5622366108325461
4h,100,2.5,False,2.0,1.5,0.01458779254422815,1.1410538571177404,18,0.4444444444444444,-0.04822578514105058,0.2959095017971049
4h,100,2.5,False,2.0,2.0,-0.0058069030648295605,0.953016978554945,18,0.3333333333333333,-0.07638282373054206,-0.06879764108172724
4h,100,2.5,False,3.0,0.5,-0.0011322386987021593,0.9764958723006151,15,0.6666666666666666,-0.024005621314098446,-0.029676857326713678
4h,100,2.5,False,3.0,0.75,0.021439562860437356,1.4284685804857926,15,0.6666666666666666,-0.029033022962096977,0.6728490701742755
