tf,ma,z,gate,stop,rr,ret,pf,n,win,dd,sharpe
1h,50,2.0,False,3.0,1.5,0.19045724915884055,1.2335334651098349,129,0.4728682170542636,-0.08474796713485466,1.2865277476358035
1h,50,2.0,False,3.0,2.0,0.04916472394302662,1.0640936288826108,102,0.3627450980392157,-0.15713083962706398,0.39915101691485627
1h,50,2.5,True,1.0,0.5,-0.26955552526199,0.568550367837846,176,0.6193181818181818,-0.3398411105621094,-3.0185712624992416
1h,50,2.5,True,1.0,0.75,-0.22019525039956278,0.6876192077105376,161,0.546583850931677,-0.30633882873147256,-2.103127878285263
1h,50,2.5,True,1.0,1.0,-0.1848563378242133,0.7654873239702953,155,0.49032258064516127,-0.28690188836152186,-1.5263555823980988
1h,50,2.5,True,1.0,1.5,-0.1783672037660945,0.7967486870819771,143,0.3916083916083916,-0.28763534900493926,-1.239099994792779
1h,50,2.5,True,1.0,2.0,-0.13889169836040094,0.8611162308436986,142,0.3380281690140845,-0.2571003651698649,-0.7822537970282959
1h,50,2.5,True,1.5,0.5,-0.1778251650531134,0.6569589598061889,148,0.6283783783783784,-0.24477530005786197,-2.0957126856345325
1h,50,2.5,True,1.5,0.75,-0.19805426125800485,0.6746360645873913,136,0.5220588235294118,-0.26748595062125524,-2.0409112776282385
1h,50,2.5,True,1.5,1.0,-0.15649412878644775,0.7626741024777505,129,0.4728682170542636,-0.2318525851614378,-1.406737844017709
1h,50,2.5,True,1.5,1.5,-0.20527493504916627,0.731646526401183,123,0.35772357723577236,-0.289649775207241,-1.6217337447762203
1h,50,2.5,True,1.5,2.0,-0.2276580806042462,0.7364676102882315,121,0.2892561983471074,-0.3119905221848168,-1.6108922864954272
1h,50,2.5,True,2.0,0.5,-0.06338657032118367,0.8398183865191278,120,0.6666666666666666,-0.14911837643143677,-0.7962191967611117
1h,50,2.5,True,2.0,0.75,-0.06037441339270333,0.8726277318022312,112,0.5714285714285714,-0.14178124651160662,-0.6275880237823263
1h,50,2.5,True,2.0,1.0,-0.11435119852867626,0.7967114273766325,108,0.4722222222222222,-0.19066787437274457,-1.1038052844298456
1h,50,2.5,True,2.0,1.5,-0.11266159045395985,0.8281402588366844,101,0.37623762376237624,-0.21195421879487553,-0.9112904116064685
1h,50,2.5,True,2.0,2.0,-0.05777066016919474,0.9124195093663765,93,0.3333333333333333,-0.19247332742963497,-0.3666561086649581
1h,50,2.5,True,3.0,0.5,-0.0590965984653683,0.8319352632068235,101,0.6534653465346535,-0.09949097226946868,-0.8013467419710355
1h,50,2.5,True,3.0,0.75,-0.044866490954702076,0.8942541242289609,95,0.5684210526315789,-0.09826931248614423,-0.4966721661451889
1h,50,2.5,True,3.0,1.0,-0.020657291988022908,0.9575521744649997,92,0.5108695652173914,-0.1236276899652109,-0.1693610797411402
1h,50,2.5,True,3.0,1.5,0.010827769582627766,1.0215991057202076,80,0.425,-0.08755437361796525,0.15063865751189756
1h,50,2.5,True,3.0,2.0,0.01405187902719729,1.0286113923218572,67,0.3582089552238806,-0.13594768338131913,0.1749379070557851
1h,50,2.5,False,1.0,0.5,-0.3046298637650138,0.5978095438672657,230,0.6304347826086957,-0.36851195626043287,-3.0978642010228947
1h,50,2.5,False,1.0,0.75,-0.2503021038288361,0.7132339627940734,211,0.5545023696682464,-0.3361990751258217,-2.1406107817063296
1h,50,2.5,False,1.0,1.0,-0.21083630353882332,0.7846137552569739,202,0.49504950495049505,-0.32020058536053897,-1.5507450536741123
1h,50,2.5,False,1.0,1.5,-0.1783972120954873,0.8310139680076617,181,0.39779005524861877,-0.2991051276214233,-1.067008382303407
1h,50,2.5,False,1.0,2.0,-0.1084292521533824,0.9110519347907803,178,0.34831460674157305,-0.2638937974401325,-0.49115912142800444
1h,50,2.5,False,1.5,0.5,-0.18139567886761654,0.7125507729765823,191,0.643979057591623,-0.25643863526344723,-1.913070702717249
1h,50,2.5,False,1.5,0.75,-0.19383548583452825,0.7370556965556583,175,0.5428571428571428,-0.2615533527059346,-1.7654838692050412
1h,50,2.5,False,1.5,1.0,-0.16623324511846205,0.7921051149150297,163,0.4785276073619632,-0.2516651698985335,-1.3158777518922828
1h,50,2.5,False,1.5,1.5,-0.21250877469295715,0.7704327454377711,155,0.36774193548387096,-0.2842310265781499,-1.477747771257745
1h,50,2.5,False,1.5,2.0,-0.21414145151388808,0.797772833267808,153,0.30718954248366015,-0.2976519776480725,-1.298294723551541
1h,50,2.5,False,2.0,0.5,-0.05735279029054363,0.8814952464141074,151,0.6754966887417219,-0.1507142719226282,-0.6350150479203861
1h,50,2.5,False,2.0,0.75,-0.05163788420691329,0.9089230767846818,137,0.5766423357664233,-0.130153656980583,-0.46426954869005527
1h,50,2.5,False,2.0,1.0,-0.11118697019884416,0.8323466263235899,131,0.48091603053435117,-0.19806077168484915,-0.9579079281703367
1h,50,2.5,False,2.0,1.5,-0.051502848633703247,0.9334325370049595,123,0.4065040650406504,-0.16382981045874823,-0.31926876325948106
1h,50,2.5,False,2.0,2.0,0.061336696470773555,1.0768231950998652,113,0.37168141592920356,-0.10812033914712238,0.45865747234279275
1h,50,2.5,False,3.0,0.5,-0.05453349433237076,0.8697648991105248,123,0.6585365853658537,-0.09869785787914664,-0.6598032521216664
1h,50,2.5,False,3.0,0.75,-0.019593523128323742,0.9608404211556275,115,0.5826086956521739,-0.09446275046954256,-0.16638687856817558
1h,50,2.5,False,3.0,1.0,0.013993674131155043,1.024466058072983,110,0.5272727272727272,-0.11685033059884486,0.1830398816930275
1h,50,2.5,False,3.0,1.5,0.06117632602704881,1.1007057261167585,97,0.44329896907216493,-0.09458245161797418,0.5428429500719636
1h,50,2.5,False,3.0,2.0,0.109091939607588,1.189596573752675,79,0.3924050632911392,-0.12332475872886595,0.8551517716680006
1h,100,1.5,True,1.0,0.5,-0.6231048067458222,0.5352137414155405,474,0.6012658227848101,-0.6329179590647855,-5.712801561528369
1h,100,1.5,True,1.0,0.75,-0.5576645027246117,0.6270483990291044,403,0.5186104218362283,-0.5692090518070398,-4.374790372405502
1h,100,1.5,True,1.0,1.0,-0.496764340380772,0.6929405233642415,366,0.46174863387978143,-0.5423436862221446,-3.3952514432690317
1h,100,1.5,True,1.0,1.5,-0.3338240933536164,0.7984065512075393,310,0.3935483870967742,-0.4927429706001146,-1.7446965293309373
1h,100,1.5,True,1.0,2.0,-0.19020245280419346,0.8986183399517941,290,0.3482758620689655,-0.4158134039813588,-0.7338438369436789
1h,100,1.5,True,1.5,0.5,-0.39549438615585286,0.6196151730894008,321,0.6105919003115264,-0.4226168946825014,-3.6486411355914607
1h,100,1.5,True,1.5,0.75,-0.31359330308976574,0.7170105220085318,268,0.5335820895522388,-0.3818876156083971,-2.4994196125575727
1h,100,1.5,True,1.5,1.0,-0.19418880791170168,0.829917851676025,243,0.49382716049382713,-0.3314913408365934,-1.286305223949325
1h,100,1.5,True,1.5,1.5,-0.08193211071835993,0.937102694169541,221,0.416289592760181,-0.29440210709949677,-0.37137036743663265
1h,100,1.5,True,1.5,2.0,-0.08157922208936907,0.9426289360320105,199,0.34673366834170855,-0.30333771249701835,-0.3188617441838377
1h,100,1.5,True,2.0,0.5,-0.14560548949414132,0.8195984998791204,247,0.659919028340081,-0.2677306996223283,-1.3379593346309278
1h,100,1.5,True,2.0,0.75,-0.08301416390560024,0.901306136136146,204,0.5784313725490197,-0.2238779459575312,-0.6362613108662695
1h,100,1.5,True,2.0,1.0,-0.09606446722670625,0.89179115619181,178,0.5,-0.2363361335293691,-0.6860459134430379
1h,100,1.5,True,2.0,1.5,-0.0002221634264331085,0.9997746361835669,158,0.4240506329113924,-0.1839568099339548,0.07416433868830347
1h,100,1.5,True,2.0,2.0,0.08769460042284916,1.0902492664413967,136,0.375,-0.18722808852893702,0.5743820768719246
1h,100,1.5,True,3.0,0.5,-0.02869106860086723,0.9465280912756807,166,0.6807228915662651,-0.144743302185111,-0.2767732213266655
1h,100,1.5,True,3.0,0.75,-8.468936678363015e-05,0.9998603971576431,143,0.5944055944055944,-0.13629565975393187,0.04928077486135118
1h,100,1.5,True,3.0,1.0,0.03605385756224888,1.0553283791003176,127,0.5354330708661418,-0.13054640389532102,0.3681864911309353
1h,100,1.5,True,3.0,1.5,0.0015240530365270288,1.0023405319666745,100,0.42,-0.1750199932206039,0.07220275021078813
1h,100,1.5,True,3.0,2.0,-0.023390874855693466,0.963816978927481,88,0.3409090909090909,-0.17094883665331018,-0.11240291739848181
1h,100,1.5,False,1.0,0.5,-0.8242127606138427,0.5698017342220069,921,0.6047774158523345,-0.8305304948535229,-7.27452748658271
1h,100,1.5,False,1.0,0.75,-0.7228175675605519,0.6836182066815857,759,0.530961791831357,-0.7401776760022711,-4.988149891316437
1h,100,1.5,False,1.0,1.0,-0.6305593716514428,0.7551868859404613,666,0.4744744744744745,-0.6803516660378399,-3.5918786816093595
1h,100,1.5,False,1.0,1.5,-0.4719458489861117,0.8114020305415405,525,0.3923809523809524,-0.5826296329619921,-2.0805518627021784
1h,100,1.5,False,1.0,2.0,-0.32286771475732057,0.8899229086828397,482,0.34232365145228216,-0.5418142111999276,-1.0669548348473217
1h,100,1.5,False,1.5,0.5,-0.47409167083709114,0.7173247341962253,585,0.6358974358974359,-0.5107169954454709,-3.4622931398374055
1h,100,1.5,False,1.5,0.75,-0.37458254179320816,0.7907877541631234,466,0.5493562231759657,-0.46116095520658984,-2.3220309530004832
1h,100,1.5,False,1.5,1.0,-0.23057223489104595,0.8723458675988874,400,0.5,-0.3647808888523647,-1.178138626800478
1h,100,1.5,False,1.5,1.5,-0.26095911893427826,0.8660841381895873,343,0.3935860058309038,-0.42517993791681763,-1.2013870266509374
1h,100,1.5,False,1.5,2.0,-0.19848077824999044,0.905385996718753,299,0.33444816053511706,-0.3887174959826001,-0.7712754605676088
1h,100,1.5,False,2.0,0.5,-0.2015748511134684,0.8445346853105649,408,0.6617647058823529,-0.31095263643665294,-1.4753356418503774
1h,100,1.5,False,2.0,0.75,-0.11337489385434418,0.9131790939874129,320,0.578125,-0.27285694139582795,-0.6918426873889065
1h,100,1.5,False,2.0,1.0,-0.13681603719602864,0.9002525445760351,280,0.5,-0.279083327672197,-0.7879011178034109
1h,100,1.5,False,2.0,1.5,-0.047373786391372796,0.9683700577454658,236,0.4152542372881356,-0.2387226299277705,-0.16299604177681845
1h,100,1.5,False,2.0,2.0,0.00824389551621918,1.0051469492362772,211,0.35545023696682465,-0.30454569908825335,0.14016040365090174
1h,100,1.5,False,3.0,0.5,-0.021680227092477966,0.9725312168909148,246,0.6829268292682927,-0.1635501163810995,-0.14423239913743047
1h,100,1.5,False,3.0,0.75,-0.007536980915391123,0.9911839660853182,200,0.59,-0.15473664686375066,-0.0023028427510031328
1h,100,1.5,False,3.0,1.0,0.04123624885067101,1.0460060000012577,173,0.5317919075144508,-0.15231794296304257,0.37058395791855064
1h,100,1.5,False,3.0,1.5,0.011193050747269062,1.012060390209934,145,0.4206896551724138,-0.1827813660147508,0.1466768576569899
1h,100,1.5,False,3.0,2.0,0.014893763507374036,1.0178637400994293,114,0.3508771929824561,-0.19155137732523497,0.17023405993528076
1h,100,2.0,True,1.0,0.5,-0.3805032951139652,0.5229920211140623,229,0.5982532751091703,-0.42495034985015256,-3.986804660821147
1h,100,2.0,True,1.0,0.75,-0.33477085347166124,0.6287581707255456,204,0.5196078431372549,-0.39658189111289055,-3.0562356301805194
1h,100,2.0,True,1.0,1.0,-0.26201518864800477,0.7326060846232957,193,0.47668393782383417,-0.3376061503985437,-2.0523597926846135
1h,100,2.0,True,1.0,1.5,-0.1812849013279978,0.8195632883092697,168,0.39880952380952384,-0.34981311566250983,-1.1528827411983553
1h,100,2.0,True,1.0,2.0,0.026432282336480872,1.023404703421233,161,0.37888198757763975,-0.26166421438329535,0.2293796217255354
1h,100,2.0,True,1.5,0.5,-0.19096328324576384,0.6798664192085521,168,0.6309523809523809,-0.2606819964672735,-2.135305761253807
1h,100,2.0,True,1.5,0.75,-0.11994452705899772,0.8152547423165686,147,0.564625850340136,-0.23737588900195794,-1.1347810519378312
1h,100,2.0,True,1.5,1.0,-0.06382058905362997,0.9087190772834102,136,0.5147058823529411,-0.23136363808600624,-0.49826367109490644
1h,100,2.0,True,1.5,1.5,0.07615368101728603,1.0990974078897224,125,0.456,-0.17227987570455128,0.5871293380458569
1h,100,2.0,True,1.5,2.0,-0.031255327577228265,0.9649205116775086,119,0.35294117647058826,-0.2942680442253086,-0.12389291343217747
1h,100,2.0,True,2.0,0.5,0.012525184196318984,1.0296547768266315,137,0.708029197080292,-0.1201307703742368,0.19377393363377962
1h,100,2.0,True,2.0,0.75,-0.01596183538190432,0.9687649192207575,121,0.5950413223140496,-0.16183459673366363,-0.1225747934695805
1h,100,2.0,True,2.0,1.0,-0.02164676475265348,0.9607177938232713,110,0.5181818181818182,-0.18894144866347584,-0.15631323681392853
1h,100,2.0,True,2.0,1.5,-0.007605497804828887,0.9882630363584604,100,0.42,-0.22155753281228696,-0.001467579262762766
1h,100,2.0,True,2.0,2.0,-0.015497169766173657,0.976842453322647,92,0.34782608695652173,-0.23465286705300625,-0.04673365015840907
1h,100,2.0,True,3.0,0.5,0.043956431996093226,1.1417233380571075,104,0.7211538461538461,-0.07443453372283892,0.652232822917834
1h,100,2.0,True,3.0,0.75,0.13722362299570645,1.3954811286622366,95,0.6736842105263158,-0.05199748350228317,1.6110873385756002
1h,100,2.0,True,3.0,1.0,0.08534716396738351,1.1998746834111171,86,0.5697674418604651,-0.11617929938487037,0.9251224894192075
1h,100,2.0,True,3.0,1.5,0.030352469172210794,1.0628269766834597,76,0.4342105263157895,-0.12123014955868328,0.32759497895551287
1h,100,2.0,True,3.0,2.0,0.07073389249545481,1.14517136658037,68,0.38235294117647056,-0.1376386387585803,0.6243581383355036
1h,100,2.0,False,1.0,0.5,-0.5207349645576371,0.5834255506980986,441,0.6167800453514739,-0.5618507249093208,-4.434489223236025
1h,100,2.0,False,1.0,0.75,-0.42327028499780406,0.7032298832429649,373,0.5415549597855228,-0.48073873063096695,-3.040862250259104
1h,100,2.0,False,1.0,1.0,-0.30073415037983564,0.8079932711756405,343,0.4956268221574344,-0.39249760944782286,-1.769891742266087
1h,100,2.0,False,1.0,1.5,-0.24273250397908053,0.8446702789851066,284,0.4014084507042254,-0.40868759560445067,-1.2021158644794812
1h,100,2.0,False,1.0,2.0,-0.04836256696461583,0.9735773725674423,267,0.36329588014981273,-0.3715093686886969,-0.0897083784873531
1h,100,2.0,False,1.5,0.5,-0.21242167123036748,0.7823488710462961,302,0.6556291390728477,-0.29335738251328847,-1.80799306446923
1h,100,2.0,False,1.5,0.75,-0.05796616841332325,0.946545504294432,261,0.5938697318007663,-0.222819689648593,-0.3492816241052285
1h,100,2.0,False,1.5,1.0,0.0021879236313211425,1.0019829221215992,223,0.5336322869955157,-0.20807625934655272,0.08832598601383705
1h,100,2.0,False,1.5,1.5,0.11815318448172651,1.0945817303297407,199,0.45226130653266333,-0.19063461875305776,0.7116394212053728
1h,100,2.0,False,1.5,2.0,0.06274695474477343,1.0439123609870178,186,0.3709677419354839,-0.3009954285528662,0.4002502322750692
1h,100,2.0,False,2.0,0.5,0.045545137039048944,1.0647688608034571,228,0.7105263157894737,-0.10233032384453233,0.47771071265896164
1h,100,2.0,False,2.0,0.75,0.036751174128052844,1.0464127738921685,190,0.6105263157894737,-0.15215777694539423,0.36008385827889566
1h,100,2.0,False,2.0,1.0,0.033440633148532184,1.0384900162920618,174,0.5344827586206896,-0.18484131035040963,0.31140599936049623
1h,100,2.0,False,2.0,1.5,0.06668922921747611,1.0672909423140562,152,0.4407894736842105,-0.21738802425461756,0.4934927385108055
1h,100,2.0,False,2.0,2.0,0.16220345992214336,1.1474775099176797,144,0.3888888888888889,-0.21430543363562393,0.9336195450538233
1h,100,2.0,False,3.0,0.5,0.06612797518477587,1.1434497149278071,152,0.7171052631578947,-0.09982494241542617,0.7957314581622562
1h,100,2.0,False,3.0,0.75,0.20540160862301815,1.3990467166018596,137,0.6715328467153284,-0.07553517195218507,1.9449185138172764
1h,100,2.0,False,3.0,1.0,0.1152856561664537,1.1902673785641877,120,0.5666666666666667,-0.15092500858210245,1.048284146375645
1h,100,2.0,False,3.0,1.5,0.11577161795871937,1.1670116165864994,109,0.45871559633027525,-0.16751910969657335,0.8993478183973054
1h,100,2.0,False,3.0,2.0,0.16047368463668366,1.2385260974649563,92,0.40217391304347827,-0.18148310064437,1.115627312454099
1h,100,2.5,True,1.0,0.5,-0.21635753647960554,0.47654806149813284,99,0.5757575757575758,-0.26087306775582697,-2.972604825833687
1h,100,2.5,True,1.0,0.75,-0.1761083422969879,0.596294972028788,88,0.5113636363636364,-0.22294829488508872,-2.1654701216080268
1h,100,2.5,True,1.0,1.0,-0.12099089922100281,0.7390943659354016,85,0.4823529411764706,-0.1810661625167681,-1.2918854682163547
1h,100,2.5,True,1.0,1.5,-0.17731575177291392,0.668812315234132,80,0.35,-0.2514596139028643,-1.6953004319684823
1h,100,2.5,True,1.0,2.0,-0.10834752465270814,0.8074693622362308,77,0.3246753246753247,-0.21529529515657064,-0.84577959597504
1h,100,2.5,True,1.5,0.5,-0.13129480633271395,0.588424690630865,80,0.6,-0.17593525046855074,-1.9931936053592716
1h,100,2.5,True,1.5,0.75,-0.0994395064875978,0.7164744515632998,73,0.5342465753424658,-0.16412388089952923,-1.3156018073156206
1h,100,2.5,True,1.5,1.0,-0.10114809970379013,0.7448879797559061,71,0.4647887323943662,-0.16959940350994962,-1.188089232996908
1h,100,2.5,True,1.5,1.5,-0.06277460690875991,0.8534331138091474,66,0.3939393939393939,-0.17872961080764538,-0.5909861380758243
1h,100,2.5,True,1.5,2.0,-0.04504959976633549,0.9036475607795217,65,0.3384615384615385,-0.2146966298908346,-0.33999298774556247
1h,100,2.5,True,2.0,0.5,-0.0050875949351125715,0.9756382599986184,66,0.696969696969697,-0.06850964601845821,-0.06261397985246278
1h,100,2.5,True,2.0,0.75,-0.0560982019189199,0.8051645467098774,62,0.5483870967741935,-0.11955222086982065,-0.7958921784475439
1h,100,2.5,True,2.0,1.0,-0.022542895969611565,0.9260668201310941,59,0.5084745762711864,-0.11679269781645973,-0.25698836959317284
1h,100,2.5,True,2.0,1.5,0.03282750459818451,1.096953440772835,56,0.44642857142857145,-0.11569050657575908,0.3895155010505909
1h,100,2.5,True,2.0,2.0,-0.02154212061166949,0.9410780252326051,53,0.33962264150943394,-0.11577784570181104,-0.1592411036756563
1h,100,2.5,True,3.0,0.5,-0.035735515849953714,0.8067240858006809,51,0.6470588235294118,-0.08647620039467141,-0.669203607051931
1h,100,2.5,True,3.0,0.75,-0.0034370486034743797,0.9835578759542424,49,0.5918367346938775,-0.081894857126523,-0.02702683089959147
1h,100,2.5,True,3.0,1.0,0.047133089445186016,1.207288693631228,49,0.5714285714285714,-0.07159709095076483,0.6878179545263072
1h,100,2.5,True,3.0,1.5,-0.03265881539292381,0.8865639265923059,46,0.391304347826087,-0.09198276285968121,-0.3588480163914742
1h,100,2.5,True,3.0,2.0,0.005774004511769348,1.0185063506273466,45,0.35555555555555557,-0.05756269459898444,0.10607571215763244
1h,100,2.5,False,1.0,0.5,-0.26353491750969793,0.5816252715255303,181,0.6187845303867403,-0.29168904450277255,-2.905638085377828
1h,100,2.5,False,1.0,0.75,-0.16179189658355486,0.7610906764047589,159,0.5660377358490566,-0.20446776301675806,-1.505463940249165
1h,100,2.5,False,1.0,1.0,-0.07136460896931507,0.9032912254421545,149,0.5167785234899329,-0.16844958632317597,-0.5083071602980435
1h,100,2.5,False,1.0,1.5,-0.11325352328050464,0.8528121381988056,128,0.3984375,-0.1831105874795922,-0.753863327936841
1h,100,2.5,False,1.0,2.0,-0.01913426126932427,0.9767111199991053,119,0.36134453781512604,-0.12267333584055751,-0.04067752465997048
1h,100,2.5,False,1.5,0.5,-0.11614363833690544,0.7548188799973891,138,0.6521739130434783,-0.15438868187858978,-1.3903849116747844
1h,100,2.5,False,1.5,0.75,-0.01852181467026004,0.9645636307495371,123,0.5934959349593496,-0.10392366530845454,-0.13864647521779133
1h,100,2.5,False,1.5,1.0,-0.04461530028087013,0.921502041855477,112,0.5089285714285714,-0.10794237263623241,-0.36150896150190126
1h,100,2.5,False,1.5,1.5,0.015061015548736068,1.0248201927842726,99,0.43434343434343436,-0.0977446646258553,0.17949708088550256
1h,100,2.5,False,1.5,2.0,0.05331926063686154,1.0785849909659744,98,0.37755102040816324,-0.12074221292422804,0.4257325988422775
1h,100,2.5,False,2.0,0.5,0.015405216474812633,1.0483938761832312,104,0.7019230769230769,-0.04582246040799476,0.24827652455812288
1h,100,2.5,False,2.0,0.75,-0.006328106846648751,0.9833704603927447,90,0.5888888888888889,-0.06847606237320525,-0.035016993640351955
1h,100,2.5,False,2.0,1.0,0.03412670177154986,1.0853201646410142,83,0.5421686746987951,-0.06117656112936365,0.4076827725556481
1h,100,2.5,False,2.0,1.5,0.07979536969744871,1.1738744649144925,78,0.46153846153846156,-0.09599460095332857,0.7433626537832784
1h,100,2.5,False,2.0,2.0,-0.03267246999184503,0.9351154909427795,74,0.33783783783783783,-0.13078544740637832,-0.2120188595851733
1h,100,2.5,False,3.0,0.5,-0.03039707749609899,0.8837718587547294,76,0.6578947368421053,-0.08614657142094861,-0.454308658986672
1h,100,2.5,False,3.0,0.75,0.013491576577413289,1.048239731442494,68,0.6029411764705882,-0.07267326120493822,0.22206083186477057
1h,100,2.5,False,3.0,1.0,0.06444019921038224,1.208056191231203,67,0.5671641791044776,-0.06583718546007744,0.800697874594518
1h,100,2.5,False,3.0,1.5,-0.04180786855566965,0.8934073404243895,64,0.390625,-0.09115918704125037,-0.38912576860890974
1h,100,2.5,False,3.0,2.0,0.005380713652897162,1.0137975555288687,57,0.3508771929824561,-0.0657466935642883,0.10169775242239033
4h,20,1.5,True,1.0,0.5,-0.2136453457703812,0.6734588106237999,179,0.6145251396648045,-0.25588070899272575,-2.3086506371235322
4h,20,1.5,True,1.0,0.75,-0.11255406970893633,0.8415401749213349,160,0.5625,-0.21787219791721069,-1.0014583516441784
4h,20,1.5,True,1.0,1.0,-0.12200504072780383,0.8423712784677205,150,0.4866666666666667,-0.22141610600156547,-0.9722555590147443
4h,20,1.5,True,1.0,1.5,-0.18734955526037744,0.7923213687964601,135,0.362962962962963,-0.2992678636323779,-1.3707116128411303
4h,20,1.5,True,1.0,2.0,-0.17581373067095196,0.8120648265783195,128,0.3046875,-0.286822808245525,-1.1261462754055003
4h,20,1.5,True,1.5,0.5,-0.04942207894605477,0.8933017392970833,135,0.6666666666666666,-0.13521985543353543,-0.5655922423113001
4h,20,1.5,True,1.5,0.75,-0.11419144075165155,0.7833033883996958,113,0.5309734513274337,-0.19064731164202342,-1.232039671290563
4h,20,1.5,True,1.5,1.0,-0.08677316342751784,0.84880932834604,105,0.47619047619047616,-0.19189015362115147,-0.820239045819921
4h,20,1.5,True,1.5,1.5,-0.0705564016381719,0.8869062651368851,96,0.3854166666666667,-0.1785347622075284,-0.5457886282929533
4h,20,1.5,True,1.5,2.0,-0.012243800721416065,0.9775953626376169,76,0.34210526315789475,-0.14845182411309066,-0.038673010850548875
4h,20,1.5,True,2.0,0.5,-0.02504455730484567,0.9294926020139324,106,0.6698113207547169,-0.08953371392884857,-0.3109874500275022
4h,20,1.5,True,2.0,0.75,-0.024238279741646718,0.9398514817557564,91,0.5714285714285714,-0.1252322061303276,-0.2546710729507786
4h,20,1.5,True,2.0,1.0,-0.005557498840018216,0.98690821891576,82,0.5121951219512195,-0.12479728440818194,-0.017886957605937108
4h,20,1.5,True,2.0,1.5,-0.008736353333286595,0.9781607584873591,66,0.4090909090909091,-0.08899785978355734,-0.04012135063834391
4h,20,1.5,True,2.0,2.0,-0.058930832467164684,0.856586721108292,58,0.3103448275862069,-0.14389687437489973,-0.5166203293009916
4h,20,1.5,True,3.0,0.5,-0.04990117376666403,0.798108375723279,67,0.6268656716417911,-0.1095186946583745,-0.8305296707136479
4h,20,1.5,True,3.0,0.75,-0.026362907093784416,0.8932793022167691,56,0.5535714285714286,-0.0835922780250481,-0.3798633134050306
4h,20,1.5,True,3.0,1.0,-0.05734057846073559,0.7527531011367123,43,0.4418604651162791,-0.09039497700042565,-0.8687018051934776
4h,20,1.5,True,3.0,1.5,-0.049194289986930206,0.7723342672658123,34,0.35294117647058826,-0.11558777409478271,-0.6927762325066387
4h,20,1.5,True,3.0,2.0,-0.036782098946848474,0.822282716673154,30,0.3,-0.09750767654891002,-0.4642333508226316
4h,20,1.5,False,1.0,0.5,-0.21494757486033678,0.7563679325628305,258,0.6356589147286822,-0.2628230105407613,-1.9338084515913174
4h,20,1.5,False,1.0,0.75,-0.11893600606305776,0.8789432387663494,227,0.5682819383259912,-0.2575220013245144,-0.8706739704708634
4h,20,1.5,False,1.0,1.0,-0.06386872006926037,0.9411116040565694,215,0.5116279069767442,-0.1923309970562309,-0.36471446209139485
4h,20,1.5,False,1.0,1.5,-0.10958735088471439,0.9145455178026195,195,0.4,-0.27091283000181243,-0.5786056372928438
4h,20,1.5,False,1.0,2.0,-0.09931884703718097,0.9257274182127884,182,0.33516483516483514,-0.2864784279278484,-0.4421253385605001
4h,20,1.5,False,1.5,0.5,-0.024213717237374976,0.9619633501988643,190,0.6789473684210526,-0.12402537588478824,-0.20084157031784716
4h,20,1.5,False,1.5,0.75,-0.04888915982859232,0.9312112993032863,162,0.5740740740740741,-0.16586013536870914,-0.3933378379829711
4h,20,1.5,False,1.5,1.0,0.012732029298776926,1.0161773271003358,149,0.5234899328859061,-0.15046314975995512,0.16001338506198562
4h,20,1.5,False,1.5,1.5,-0.09271011356555303,0.8906391819775527,132,0.38636363636363635,-0.20071021469723171,-0.6162594804207354
4h,20,1.5,False,1.5,2.0,-0.1413557725005118,0.8099748086491528,104,0.2980769230769231,-0.20529992135191022,-0.9988071948208497
4h,20,1.5,False,2.0,0.5,0.0010622699944846659,1.002089006163933,155,0.6838709677419355,-0.09158204421742944,0.053377674091874355
4h,20,1.5,False,2.0,0.75,0.01824827064037038,1.0331865723789808,129,0.5968992248062015,-0.112735123056382,0.22968444706740176
4h,20,1.5,False,2.0,1.0,0.014944080959715,1.025504839880949,115,0.5217391304347826,-0.1244439192830834,0.18761373263344677
4h,20,1.5,False,2.0,1.5,-0.05658864605889724,0.8892592689435022,81,0.38271604938271603,-0.1290228880203862,-0.4729862279521697
4h,20,1.5,False,2.0,2.0,0.09559359680505142,1.2064577578357525,69,0.391304347826087,-0.10356739187753183,0.7962918722855106
4h,20,1.5,False,3.0,0.5,0.007074659290022822,1.023790408853624,92,0.6847826086956522,-0.08679599537557803,0.13692610490718218
4h,20,1.5,False,3.0,0.75,0.025218314166724376,1.0846218395455671,73,0.6027397260273972,-0.07992256231480632,0.374110600256756
4h,20,1.5,False,3.0,1.0,-0.04765932371056825,0.8334888677780877,56,0.4642857142857143,-0.08321091025884575,-0.6182449165671478
4h,20,1.5,False,3.0,1.5,0.05100866989946007,1.2032468187740943,44,0.45454545454545453,-0.048428006956478975,0.6363426375857651
4h,20,1.5,False,3.0,2.0,0.11494836002800857,1.6022311812683272,33,0.45454545454545453,-0.02927401481712133,1.276336248956764
4h,20,2.0,True,1.0,0.5,-0.15644885225329397,0.5865554057280362,94,0.5851063829787234,-0.18367007383505285,-2.19709836688246
4h,20,2.0,True,1.0,0.75,-0.09304237631278811,0.7736949532958154,90,0.5444444444444444,-0.1569340854153758,-1.0940217474840952
4h,20,2.0,True,1.0,1.0,-0.13582083721882332,0.7178197596525854,89,0.449438202247191,-0.20086467097912897,-1.4458445367863022
4h,20,2.0,True,1.0,1.5,-0.17623143622174653,0.6892142013280509,84,0.3333333333333333,-0.2550320429043914,-1.6635336439317374
