tf,dc,adx,struct,shorts,stop,rr,ret,pf,n,win,dd
1h,20,20.0,False,False,1.5,1.0,-0.23247132893845734,0.6168929637031887,112,0.41964285714285715,-0.2395698812253575
1h,20,20.0,False,False,1.5,1.5,-0.21987853292040727,0.6300078535279805,95,0.3263157894736842,-0.22254578347378706
1h,20,20.0,False,False,1.5,2.0,-0.24235272546416398,0.6027149567330384,87,0.25287356321839083,-0.24235272546416398
1h,20,20.0,False,False,1.5,3.0,-0.22333267617306196,0.6254655371335521,79,0.189873417721519,-0.23686866766813497
1h,20,20.0,False,False,2.0,1.0,-0.1764487215438485,0.6522855119256828,94,0.425531914893617,-0.1764487215438485
1h,20,20.0,False,False,2.0,1.5,-0.21402388474427003,0.5898468859826539,82,0.3048780487804878,-0.22817571414198412
1h,20,20.0,False,False,2.0,2.0,-0.23378535868794592,0.5731808277670308,79,0.24050632911392406,-0.23378535868794592
1h,20,20.0,False,False,2.0,3.0,-0.19588625479475552,0.5908012525411969,62,0.1774193548387097,-0.19588625479475552
1h,20,20.0,False,False,3.0,1.0,-0.17009482036267853,0.6020971952674999,78,0.3974358974358974,-0.17795500656663554
1h,20,20.0,False,False,3.0,1.5,-0.15365687667462025,0.6501392797755426,69,0.3188405797101449,-0.15365687667462025
1h,20,20.0,False,False,3.0,2.0,-0.1399240132849181,0.6493787339975834,58,0.25862068965517243,-0.1584263497997357
1h,20,20.0,False,False,3.0,3.0,-0.15690374133572205,0.6014701977987222,51,0.17647058823529413,-0.15690374133572205
1h,20,25.0,True,True,1.5,1.0,-0.16842033225199338,0.5341770317433174,62,0.3870967741935484,-0.18638952254147867
1h,20,25.0,True,True,1.5,1.5,-0.17280160280610235,0.5353108987444631,55,0.2909090909090909,-0.18474018339262976
1h,20,25.0,True,True,1.5,2.0,-0.1110680384085706,0.6865962991273807,50,0.28,-0.17303065997260803
1h,20,25.0,True,True,1.5,3.0,-0.1428051627194411,0.5742856205987639,44,0.18181818181818182,-0.2371647822919889
1h,20,25.0,True,True,2.0,1.0,-0.11353405496256619,0.6307166415203976,55,0.41818181818181815,-0.14601085591558838
1h,20,25.0,True,True,2.0,1.5,-0.05246678682526129,0.830079757796519,50,0.38,-0.10104655594807443
1h,20,25.0,True,True,2.0,2.0,-0.11675532608977524,0.6118549370014791,43,0.2558139534883721,-0.1764874130755687
1h,20,25.0,True,True,2.0,3.0,-0.16681752352751678,0.46893478461346294,40,0.15,-0.18493653211828842
1h,20,25.0,True,True,3.0,1.0,-0.08405430722447782,0.6849743627042367,49,0.42857142857142855,-0.12095457363635109
1h,20,25.0,True,True,3.0,1.5,-0.09513244166974888,0.6345569919911667,41,0.3170731707317073,-0.169307803954874
1h,20,25.0,True,True,3.0,2.0,-0.18196535205625053,0.3555517124174524,37,0.16216216216216217,-0.18711912522264562
1h,20,25.0,True,True,3.0,3.0,-0.1745228064618637,0.36094922244329,34,0.11764705882352941,-0.19446174635681202
1h,20,25.0,True,False,1.5,1.0,-0.08333018091345856,0.4498667174287976,23,0.34782608695652173,-0.09624723110328504
1h,20,25.0,True,False,1.5,1.5,-0.08534729956315135,0.4380949788828608,20,0.25,-0.0885707358489426
1h,20,25.0,True,False,1.5,2.0,-0.05320210563442784,0.630439408051774,19,0.2631578947368421,-0.0744851385576264
1h,20,25.0,True,False,1.5,3.0,-0.06125225972020887,0.5648727023786109,17,0.17647058823529413,-0.11089105111508035
1h,20,25.0,True,False,2.0,1.0,-0.08609104620732211,0.38013402972126753,20,0.3,-0.08609104620732211
1h,20,25.0,True,False,2.0,1.5,-0.07258415416269381,0.48215821736393316,19,0.2631578947368421,-0.07723633962305965
1h,20,25.0,True,False,2.0,2.0,-0.057730495645421986,0.5534394138244714,17,0.23529411764705882,-0.08210697957944468
1h,20,25.0,True,False,2.0,3.0,-0.11974555548317023,0.1780920252232389,16,0.0625,-0.11974555548317023
1h,20,25.0,True,False,3.0,1.0,-0.054896806843327206,0.533214887957284,19,0.3684210526315789,-0.07075779222497636
1h,20,25.0,True,False,3.0,1.5,-0.049629533785846225,0.5724272193211206,17,0.29411764705882354,-0.09698410797368473
1h,20,25.0,True,False,3.0,2.0,-0.09888416784456044,0.2576108482689618,16,0.125,-0.11515922056482797
1h,20,25.0,True,False,3.0,3.0,-0.08114218316352673,0.39352022307218754,16,0.125,-0.11515922056482797
1h,20,25.0,False,True,1.5,1.0,-0.2677303667389096,0.6753750682459793,169,0.4437869822485207,-0.308598258520813
1h,20,25.0,False,True,1.5,1.5,-0.27779975509570054,0.6660228059421561,142,0.3380281690140845,-0.2912931697269595
1h,20,25.0,False,True,1.5,2.0,-0.22136233985624854,0.7274304970466753,129,0.29457364341085274,-0.3262588678087548
1h,20,25.0,False,True,1.5,3.0,-0.20760434241954995,0.7412097029676247,114,0.21929824561403508,-0.33033203772336095
1h,20,25.0,False,True,2.0,1.0,-0.16566033550099435,0.7674518960447051,144,0.4652777777777778,-0.21651647590682133
1h,20,25.0,False,True,2.0,1.5,-0.1159338044523256,0.8411459139640782,125,0.384,-0.17984797358465654
1h,20,25.0,False,True,2.0,2.0,-0.13311418094240812,0.8220519534772681,118,0.3135593220338983,-0.23577994130222946
1h,20,25.0,False,True,2.0,3.0,-0.09399476770408877,0.8568995621763796,88,0.23863636363636365,-0.19924368007457505
1h,20,25.0,False,True,3.0,1.0,-0.17545232571488178,0.7008879438044671,115,0.43478260869565216,-0.1909043955246581
1h,20,25.0,False,True,3.0,1.5,-0.1415814889287298,0.7509199973085846,96,0.3541666666666667,-0.22041369932918986
1h,20,25.0,False,True,3.0,2.0,-0.14979463678770588,0.7129231660640396,79,0.27848101265822783,-0.20489013284497182
1h,20,25.0,False,True,3.0,3.0,-0.09144188501889017,0.8002459411314944,62,0.22580645161290322,-0.18026629343499412
1h,20,25.0,False,False,1.5,1.0,-0.12507373302396663,0.6792940045808497,72,0.4444444444444444,-0.1642251535032725
1h,20,25.0,False,False,1.5,1.5,-0.1536466755259116,0.6262489592873693,62,0.3225806451612903,-0.1536466755259116
1h,20,25.0,False,False,1.5,2.0,-0.09936698196367577,0.7528221599457431,57,0.2982456140350877,-0.13230940613013353
1h,20,25.0,False,False,1.5,3.0,-0.13974177235597818,0.6509766814969918,51,0.19607843137254902,-0.18025117913602662
1h,20,25.0,False,False,2.0,1.0,-0.15053216225721078,0.5752139012077853,61,0.39344262295081966,-0.15053216225721078
1h,20,25.0,False,False,2.0,1.5,-0.1413546772171721,0.6247923036704809,57,0.3157894736842105,-0.14692596566936045
1h,20,25.0,False,False,2.0,2.0,-0.16673019804272626,0.5728414994071852,54,0.24074074074074073,-0.1688023096102963
1h,20,25.0,False,False,2.0,3.0,-0.16998454094836346,0.5205162815906711,44,0.1590909090909091,-0.16998454094836346
1h,20,25.0,False,False,3.0,1.0,-0.145986304554946,0.5563515027166341,56,0.375,-0.145986304554946
1h,20,25.0,False,False,3.0,1.5,-0.14577016102841966,0.5584841113539867,49,0.2857142857142857,-0.14577016102841966
1h,20,25.0,False,False,3.0,2.0,-0.1761942744456877,0.4404672540949689,42,0.19047619047619047,-0.1761942744456877
1h,20,25.0,False,False,3.0,3.0,-0.16899274417043886,0.4819762446835769,41,0.14634146341463414,-0.16899274417043886
1h,40,0.0,True,True,1.5,1.0,-0.2692849706932633,0.47228613863014646,89,0.3595505617977528,-0.2692849706932633
1h,40,0.0,True,True,1.5,1.5,-0.2666803299044088,0.482778624874336,80,0.275,-0.2801794534738906
1h,40,0.0,True,True,1.5,2.0,-0.20454411153544427,0.5996717121404577,74,0.25675675675675674,-0.22089468713940674
1h,40,0.0,True,True,1.5,3.0,-0.22186266956397582,0.5366985331327082,64,0.171875,-0.24592742678390223
1h,40,0.0,True,True,2.0,1.0,-0.19177078465447184,0.5581857482351288,79,0.3924050632911392,-0.21067283115471824
1h,40,0.0,True,True,2.0,1.5,-0.12549804553279442,0.72469522872415,74,0.35135135135135137,-0.14710889196110333
1h,40,0.0,True,True,2.0,2.0,-0.16431551339284856,0.6155124874645099,65,0.26153846153846155,-0.24486528607960478
1h,40,0.0,True,True,2.0,3.0,-0.2321028019895235,0.4812321673763018,59,0.15254237288135594,-0.2321028019895235
1h,40,0.0,True,True,3.0,1.0,-0.1344213953023986,0.6512741721827757,72,0.4166666666666667,-0.15711576460516086
1h,40,0.0,True,True,3.0,1.5,-0.11318540266579036,0.6908993739320559,60,0.3333333333333333,-0.18436516598355934
1h,40,0.0,True,True,3.0,2.0,-0.13053222875766224,0.6301061626867126,51,0.2549019607843137,-0.15927425941596884
1h,40,0.0,True,True,3.0,3.0,-0.09697160667042803,0.7239759264364324,48,0.20833333333333334,-0.17568647376810864
1h,40,0.0,True,False,1.5,1.0,-0.166166152888664,0.39140088775646653,41,0.3170731707317073,-0.1738707611497996
1h,40,0.0,True,False,1.5,1.5,-0.16855120709171445,0.3968124149139898,38,0.23684210526315788,-0.17173866781172287
1h,40,0.0,True,False,1.5,2.0,-0.14794945846775376,0.47849094055927416,37,0.21621621621621623,-0.15541792278481958
1h,40,0.0,True,False,1.5,3.0,-0.11106840355123582,0.5854800187767909,33,0.18181818181818182,-0.12205778075856577
1h,40,0.0,True,False,2.0,1.0,-0.16600840184933563,0.3501188223672457,38,0.2894736842105263,-0.16600840184933563
1h,40,0.0,True,False,2.0,1.5,-0.153447235073224,0.42614882186451775,37,0.24324324324324326,-0.15675856898087126
1h,40,0.0,True,False,2.0,2.0,-0.1385692360753954,0.46101847368817356,34,0.20588235294117646,-0.14623829290220924
1h,40,0.0,True,False,2.0,3.0,-0.1541278943834794,0.4051410366922454,31,0.12903225806451613,-0.1541278943834794
1h,40,0.0,True,False,3.0,1.0,-0.10784367085123137,0.5093017312492691,36,0.3611111111111111,-0.11964789596551983
1h,40,0.0,True,False,3.0,1.5,-0.07946547997507514,0.6249609135102006,32,0.3125,-0.11489006736313423
1h,40,0.0,True,False,3.0,2.0,-0.06816353687511112,0.6497736512563218,27,0.25925925925925924,-0.08421429856526197
1h,40,0.0,True,False,3.0,3.0,-0.04108397676301556,0.7999601526452494,27,0.2222222222222222,-0.09188312898465523
1h,40,0.0,False,True,1.5,1.0,-0.41516287237237925,0.6099917156381857,220,0.41818181818181815,-0.43042359953461984
1h,40,0.0,False,True,1.5,1.5,-0.41045911335441,0.6204981006385504,194,0.3247422680412371,-0.4147563491759826
1h,40,0.0,False,True,1.5,2.0,-0.343675528071964,0.6850300878603864,174,0.28160919540229884,-0.3547770448101125
1h,40,0.0,False,True,1.5,3.0,-0.25871257072154874,0.7471038268792687,148,0.22297297297297297,-0.3260220333457987
1h,40,0.0,False,True,2.0,1.0,-0.3449420334687028,0.6253371659271094,191,0.418848167539267,-0.3497577442232038
1h,40,0.0,False,True,2.0,1.5,-0.3180982324099134,0.6678796815943435,168,0.3333333333333333,-0.3233969003094914
1h,40,0.0,False,True,2.0,2.0,-0.286695126088662,0.6858484277245568,153,0.28104575163398693,-0.3415238944743122
1h,40,0.0,False,True,2.0,3.0,-0.2271091083151815,0.7337607912769375,125,0.216,-0.2980691606295135
1h,40,0.0,False,True,3.0,1.0,-0.2331268957241106,0.6866555531158484,153,0.43137254901960786,-0.25585679243834547
1h,40,0.0,False,True,3.0,1.5,-0.11461251435016584,0.8310829836790615,120,0.375,-0.19662876839477972
1h,40,0.0,False,True,3.0,2.0,-0.18013136436133248,0.7293310667097279,106,0.2830188679245283,-0.2326363242621161
1h,40,0.0,False,True,3.0,3.0,-0.18566215320426593,0.6914551685572897,85,0.2,-0.22636551616827505
1h,40,0.0,False,False,1.5,1.0,-0.2789573739364095,0.530624245672149,106,0.3867924528301887,-0.28563411027046304
1h,40,0.0,False,False,1.5,1.5,-0.32179693298296386,0.4833375297682153,96,0.2708333333333333,-0.32179693298296386
1h,40,0.0,False,False,1.5,2.0,-0.2856126725838898,0.5385240471753912,89,0.23595505617977527,-0.2856126725838898
1h,40,0.0,False,False,1.5,3.0,-0.2297417554274538,0.6203299713342675,79,0.189873417721519,-0.2297417554274538
1h,40,0.0,False,False,2.0,1.0,-0.2978657504001575,0.450264433376187,94,0.3404255319148936,-0.2978657504001575
1h,40,0.0,False,False,2.0,1.5,-0.3170710048161557,0.4445826158014695,88,0.25,-0.3170710048161557
1h,40,0.0,False,False,2.0,2.0,-0.3016802208584738,0.46440758493186773,82,0.2073170731707317,-0.3016802208584738
1h,40,0.0,False,False,2.0,3.0,-0.21847578177277094,0.6012690648449902,72,0.18055555555555555,-0.21847578177277094
1h,40,0.0,False,False,3.0,1.0,-0.21064235174895996,0.5151420757434031,77,0.36363636363636365,-0.2176856143091861
1h,40,0.0,False,False,3.0,1.5,-0.16520381186153155,0.6176623805227771,68,0.3088235294117647,-0.17269595382703795
1h,40,0.0,False,False,3.0,2.0,-0.14938050609407616,0.6510431271814425,62,0.25806451612903225,-0.14938050609407616
1h,40,0.0,False,False,3.0,3.0,-0.14924550343813303,0.6345126936578416,54,0.18518518518518517,-0.15873525943599776
1h,40,20.0,True,True,1.5,1.0,-0.27493616862306625,0.37672181819023837,71,0.30985915492957744,-0.27493616862306625
1h,40,20.0,True,True,1.5,1.5,-0.267527535427006,0.3966019402119887,64,0.234375,-0.267527535427006
1h,40,20.0,True,True,1.5,2.0,-0.23163571896868762,0.4597275834490539,58,0.20689655172413793,-0.23662381826209355
1h,40,20.0,True,True,1.5,3.0,-0.22254536051865548,0.45308025594153667,53,0.1509433962264151,-0.27042428135279695
1h,40,20.0,True,True,2.0,1.0,-0.176845624617744,0.5227209897965136,64,0.375,-0.1903064697815623
1h,40,20.0,True,True,2.0,1.5,-0.12891285513669737,0.6564066833474957,58,0.3275862068965517,-0.13868373823931213
1h,40,20.0,True,True,2.0,2.0,-0.17369865253254013,0.5227571489069931,52,0.23076923076923078,-0.22639967350384682
1h,40,20.0,True,True,2.0,3.0,-0.2124841057997855,0.43934576014563176,49,0.14285714285714285,-0.2124841057997855
1h,40,20.0,True,True,3.0,1.0,-0.11396334863947954,0.6303864087510429,56,0.4107142857142857,-0.15674939200662996
1h,40,20.0,True,True,3.0,1.5,-0.11642357035212303,0.6109946427226635,48,0.3125,-0.21489900850886623
1h,40,20.0,True,True,3.0,2.0,-0.18590339473381834,0.4026262372592502,43,0.18604651162790697,-0.21258370186607978
1h,40,20.0,True,True,3.0,3.0,-0.1382725266119369,0.5429575266869083,41,0.17073170731707318,-0.2262604106738615
1h,40,20.0,True,False,1.5,1.0,-0.16804823723240514,0.2809036549622373,32,0.25,-0.16804823723240514
1h,40,20.0,True,False,1.5,1.5,-0.17030132415824428,0.2684282542077742,29,0.1724137931034483,-0.17322536386938703
1h,40,20.0,True,False,1.5,2.0,-0.1656433838798661,0.29268754289803656,28,0.14285714285714285,-0.1726430986275036
1h,40,20.0,True,False,1.5,3.0,-0.14797144001638785,0.33694532395907995,26,0.11538461538461539,-0.15850703376987507
1h,40,20.0,True,False,2.0,1.0,-0.13584075833808673,0.329250435691379,29,0.27586206896551724,-0.13584075833808673
1h,40,20.0,True,False,2.0,1.5,-0.13536235147562914,0.3631062613292701,28,0.21428571428571427,-0.14232038092232313
1h,40,20.0,True,False,2.0,2.0,-0.13409351111654144,0.33567231879719,25,0.16,-0.13409351111654144
1h,40,20.0,True,False,2.0,3.0,-0.15914916867365114,0.24094565691707678,24,0.08333333333333333,-0.15914916867365114
1h,40,20.0,True,False,3.0,1.0,-0.09482862876938447,0.4501482045345957,27,0.3333333333333333,-0.11688810190640875
1h,40,20.0,True,False,3.0,1.5,-0.07124835136119634,0.5635809533020127,24,0.2916666666666667,-0.12536459499220742
1h,40,20.0,True,False,3.0,2.0,-0.1023125005087493,0.40161832724669944,22,0.18181818181818182,-0.12673654127046707
1h,40,20.0,True,False,3.0,3.0,-0.06658455192683033,0.612962600378258,22,0.18181818181818182,-0.12536459499220742
1h,40,20.0,False,True,1.5,1.0,-0.3627275142571319,0.5755734532632959,172,0.4069767441860465,-0.37440139453531474
1h,40,20.0,False,True,1.5,1.5,-0.3353853675130255,0.6078756205723668,149,0.3221476510067114,-0.3446556312156922
1h,40,20.0,False,True,1.5,2.0,-0.309454852703295,0.6357922575607017,134,0.26865671641791045,-0.33759943655649705
1h,40,20.0,False,True,1.5,3.0,-0.2549111913468549,0.6836183659076247,119,0.21008403361344538,-0.37364108831759557
1h,40,20.0,False,True,2.0,1.0,-0.2754867522203174,0.629608259111895,148,0.4189189189189189,-0.2888866551473792
1h,40,20.0,False,True,2.0,1.5,-0.2638126852513214,0.6499489425708009,128,0.328125,-0.2742532968620326
1h,40,20.0,False,True,2.0,2.0,-0.30256028466445817,0.5894333369300604,119,0.25210084033613445,-0.33235524610322154
1h,40,20.0,False,True,2.0,3.0,-0.17067246631430877,0.7543339965504268,100,0.22,-0.2825124200203126
1h,40,20.0,False,True,3.0,1.0,-0.17557556304157984,0.702941448152261,119,0.4369747899159664,-0.21785380183993297
1h,40,20.0,False,True,3.0,1.5,-0.08986643457691301,0.8397349202803523,98,0.37755102040816324,-0.1916743026746457
1h,40,20.0,False,True,3.0,2.0,-0.05545612783929188,0.897141378151588,86,0.32558139534883723,-0.2034657003304633
1h,40,20.0,False,True,3.0,3.0,-0.020410853158981945,0.9549493045000991,63,0.25396825396825395,-0.19985075144947784
1h,40,20.0,False,False,1.5,1.0,-0.24128310970422273,0.48123367856545907,79,0.3670886075949367,-0.24128310970422273
1h,40,20.0,False,False,1.5,1.5,-0.24720960613461052,0.47934891276135677,70,0.2714285714285714,-0.24720960613461052
1h,40,20.0,False,False,1.5,2.0,-0.24940566576995737,0.4768852953473818,65,0.2153846153846154,-0.24940566576995737
1h,40,20.0,False,False,1.5,3.0,-0.24690339000860784,0.46783148239904127,59,0.15254237288135594,-0.24690339000860784
1h,40,20.0,False,False,2.0,1.0,-0.22137444327378164,0.4593369898294337,69,0.34782608695652173,-0.22137444327378164
1h,40,20.0,False,False,2.0,1.5,-0.24238847903135774,0.44195043414459,64,0.25,-0.24238847903135774
1h,40,20.0,False,False,2.0,2.0,-0.2771273386474399,0.361516125193392,59,0.1694915254237288,-0.2771273386474399
1h,40,20.0,False,False,2.0,3.0,-0.19426054633402112,0.5305267088181299,54,0.16666666666666666,-0.2028982952217674
1h,40,20.0,False,False,3.0,1.0,-0.1565896481274549,0.5403346480494758,59,0.3728813559322034,-0.15957331700313448
1h,40,20.0,False,False,3.0,1.5,-0.1081765767436822,0.6773973276040159,52,0.3269230769230769,-0.1081765767436822
1h,40,20.0,False,False,3.0,2.0,-0.04939606125181295,0.8464942498459833,48,0.3125,-0.09573241510112607
1h,40,20.0,False,False,3.0,3.0,-0.09150507019535148,0.7008690595174026,40,0.2,-0.11346391693039981
1h,40,25.0,True,True,1.5,1.0,-0.1898793425850045,0.454034807425847,57,0.3508771929824561,-0.19423047241249825
1h,40,25.0,True,True,1.5,1.5,-0.179196698429256,0.4914187665985723,51,0.27450980392156865,-0.18748444881220316
1h,40,25.0,True,True,1.5,2.0,-0.1168869655639212,0.6407551164985278,45,0.26666666666666666,-0.17164177150424154
1h,40,25.0,True,True,1.5,3.0,-0.10643371446407601,0.6507403819127735,40,0.2,-0.21287229935502094
1h,40,25.0,True,True,2.0,1.0,-0.11195372968507744,0.6126742321676778,51,0.4117647058823529,-0.145338623710496
1h,40,25.0,True,True,2.0,1.5,-0.049779521468140464,0.8221509852386631,45,0.37777777777777777,-0.09510178818141612
1h,40,25.0,True,True,2.0,2.0,-0.11565995747865254,0.5899190595843374,40,0.25,-0.19051664605472574
1h,40,25.0,True,True,2.0,3.0,-0.14133208883352366,0.5136346958898897,37,0.16216216216216217,-0.17430260302355705
1h,40,25.0,True,True,3.0,1.0,-0.07423262582805346,0.6919590950082138,44,0.4318181818181818,-0.1118262446220133
1h,40,25.0,True,True,3.0,1.5,-0.07969825783794948,0.6570220312630003,37,0.32432432432432434,-0.17292594646396087
1h,40,25.0,True,True,3.0,2.0,-0.17381915352054877,0.31873701906480756,33,0.15151515151515152,-0.18682351469742764
1h,40,25.0,True,True,3.0,3.0,-0.1816138492482957,0.2776376013092432,31,0.0967741935483871,-0.21007176416459483
1h,40,25.0,True,False,1.5,1.0,-0.09021523264447295,0.3619534758335697,20,0.3,-0.09456475560179278
1h,40,25.0,True,False,1.5,1.5,-0.08947904549531394,0.37098026916081117,18,0.2222222222222222,-0.09268792060421804
1h,40,25.0,True,False,1.5,2.0,-0.0611486089332115,0.5412022747032402,17,0.23529411764705882,-0.09215489765966312
1h,40,25.0,True,False,1.5,3.0,-0.041815762667627654,0.6579686057233244,15,0.2,-0.10183979095994966
1h,40,25.0,True,False,2.0,1.0,-0.08550026768073604,0.33840627494564973,18,0.2777777777777778,-0.0909477728609529
1h,40,25.0,True,False,2.0,1.5,-0.0764079095027822,0.4113953040789131,17,0.23529411764705882,-0.09019527920071457
1h,40,25.0,True,False,2.0,2.0,-0.06662690821777884,0.4419129505979981,15,0.2,-0.09996037713046857
1h,40,25.0,True,False,3.0,1.0,-0.05466589914089581,0.49461872632083786,17,0.35294117647058826,-0.07973359171335392
1h,40,25.0,True,False,3.0,1.5,-0.03009014749782002,0.6925638248238034,15,0.3333333333333333,-0.08784771383339773
1h,40,25.0,False,True,1.5,1.0,-0.23496096944809886,0.6378297619283176,127,0.4330708661417323,-0.28469940771802416
1h,40,25.0,False,True,1.5,1.5,-0.2133876502467379,0.674180239568488,110,0.34545454545454546,-0.2694624634862338
1h,40,25.0,False,True,1.5,2.0,-0.14885391074087406,0.7575961146339176,95,0.30526315789473685,-0.29760236312904365
1h,40,25.0,False,True,1.5,3.0,-0.1036304183677641,0.8304760270883799,87,0.2413793103448276,-0.29670379769047583
1h,40,25.0,False,True,2.0,1.0,-0.18348429525118004,0.6735950025406489,110,0.43636363636363634,-0.2515008806689337
1h,40,25.0,False,True,2.0,1.5,-0.13626094425112112,0.756430587734514,94,0.3617021276595745,-0.22164101115955293
1h,40,25.0,False,True,2.0,2.0,-0.1517872061727441,0.7256637772970298,86,0.29069767441860467,-0.2700246317721058
1h,40,25.0,False,True,2.0,3.0,-0.15628237439670956,0.7134076423298956,76,0.21052631578947367,-0.2602630747761099
1h,40,25.0,False,True,3.0,1.0,-0.1417810378602571,0.6964744042324525,90,0.43333333333333335,-0.17863365044078594
1h,40,25.0,False,True,3.0,1.5,-0.061590454593897226,0.861493064172814,76,0.3815789473684211,-0.168150613914811
1h,40,25.0,False,True,3.0,2.0,-0.1289746082786929,0.7130409165237411,68,0.27941176470588236,-0.1938095888137349
1h,40,25.0,False,True,3.0,3.0,-0.08097117895155714,0.8023625871191161,54,0.2222222222222222,-0.14094000289545228
1h,40,25.0,False,False,1.5,1.0,-0.1259254091723716,0.576642614560234,51,0.4117647058823529,-0.16693219986942587
1h,40,25.0,False,False,1.5,1.5,-0.13105948453596683,0.5754108601660963,45,0.3111111111111111,-0.1455746767930879
1h,40,25.0,False,False,1.5,2.0,-0.1116184399776401,0.6266067578603479,41,0.2682926829268293,-0.17068954283915194
1h,40,25.0,False,False,1.5,3.0,-0.08279116250073315,0.7173498684168266,37,0.21621621621621623,-0.15323640906301317
1h,40,25.0,False,False,2.0,1.0,-0.15253410772461917,0.44678686334703527,44,0.3409090909090909,-0.17066378304427576
1h,40,25.0,False,False,2.0,1.5,-0.14820862236881294,0.48127191523439194,41,0.2682926829268293,-0.17884318042764735
1h,40,25.0,False,False,2.0,2.0,-0.1507058850488282,0.4713382822346738,38,0.21052631578947367,-0.17878613009725852
1h,40,25.0,False,False,2.0,3.0,-0.16696330379404423,0.4307069544630258,36,0.1388888888888889,-0.18693040965210583
1h,40,25.0,False,False,3.0,1.0,-0.124361769977129,0.4913187240959742,40,0.35,-0.13694877546996087
1h,40,25.0,False,False,3.0,1.5,-0.08399668880068767,0.6364295764385972,35,0.3142857142857143,-0.11046911717728958
1h,40,25.0,False,False,3.0,2.0,-0.13248678704501504,0.48214454045649996,34,0.20588235294117646,-0.13248678704501504
1h,40,25.0,False,False,3.0,3.0,-0.07004777963530684,0.7052446288501878,30,0.2,-0.07413577950820749
1h,60,0.0,True,True,1.5,1.0,-0.26203762813550613,0.42301780629364655,75,0.3333333333333333,-0.26203762813550613
1h,60,0.0,True,True,1.5,1.5,-0.2367206761495051,0.47437720191628857,67,0.26865671641791045,-0.24812322026128064
1h,60,0.0,True,True,1.5,2.0,-0.19432308927465325,0.5637581337446075,62,0.24193548387096775,-0.20506180117589923
1h,60,0.0,True,True,1.5,3.0,-0.22334885519326386,0.4556318577736524,53,0.1509433962264151,-0.2492758118457783
1h,60,0.0,True,True,2.0,1.0,-0.17842922790204396,0.5313845464399033,66,0.3787878787878788,-0.19091804342848184
1h,60,0.0,True,True,2.0,1.5,-0.12271861482087554,0.6914202522764638,62,0.3387096774193548,-0.13276132637261417
1h,60,0.0,True,True,2.0,2.0,-0.17422820318042354,0.5410210319335264,55,0.23636363636363636,-0.2272351301406733
1h,60,0.0,True,True,2.0,3.0,-0.20368590726654567,0.45489022314158817,48,0.14583333333333334,-0.20368590726654567
1h,60,0.0,True,True,3.0,1.0,-0.09793487809673984,0.6983346178622863,60,0.43333333333333335,-0.12619461489323003
1h,60,0.0,True,True,3.0,1.5,-0.0797904090576188,0.7340007061243128,49,0.3469387755102041,-0.1560913710645283
1h,60,0.0,True,True,3.0,2.0,-0.06428160129147564,0.7693382589822276,41,0.2926829268292683,-0.12185066719686588
1h,60,0.0,True,True,3.0,3.0,-0.04025704868398483,0.869325018525641,42,0.23809523809523808,-0.1322250774744571
1h,60,0.0,True,False,1.5,1.0,-0.15237982862085742,0.34909521982617175,34,0.29411764705882354,-0.15237982862085742
1h,60,0.0,True,False,1.5,1.5,-0.14635292503522523,0.37517608962137083,31,0.22580645161290322,-0.15263228003912732
1h,60,0.0,True,False,1.5,2.0,-0.13365099714965623,0.43567475095516606,30,0.2,-0.14809349360638457
1h,60,0.0,True,False,1.5,3.0,-0.12341244503866544,0.45571882040692596,27,0.14814814814814814,-0.14286627630454096
1h,60,0.0,True,False,2.0,1.0,-0.13671143796864949,0.3547152433085082,31,0.2903225806451613,-0.13671143796864949
1h,60,0.0,True,False,2.0,1.5,-0.13188698268264687,0.40732150816384716,30,0.23333333333333334,-0.13879069156816282
1h,60,0.0,True,False,2.0,2.0,-0.10961294104041008,0.48538163551099633,28,0.21428571428571427,-0.12267984852363367
1h,60,0.0,True,False,2.0,3.0,-0.13469844322385738,0.37078410268423195,25,0.12,-0.13469844322385738
1h,60,0.0,True,False,3.0,1.0,-0.07709058316266981,0.5584294866237712,29,0.3793103448275862,-0.09048513883218112
1h,60,0.0,True,False,3.0,1.5,-0.044413103543743615,0.7340943958067806,26,0.34615384615384615,-0.0902007814854654
1h,60,0.0,True,False,3.0,2.0,-0.03753912063159914,0.7475928767346809,21,0.2857142857142857,-0.06341058580618697
1h,60,0.0,True,False,3.0,3.0,0.007535803696124832,1.0463007362403385,22,0.2727272727272727,-0.054895513061713475
1h,60,0.0,False,True,1.5,1.0,-0.37220659295682423,0.5861801430948538,179,0.40782122905027934,-0.3893178096487798
1h,60,0.0,False,True,1.5,1.5,-0.33293567225807774,0.6403209608606776,158,0.3291139240506329,-0.3538943579009227
1h,60,0.0,False,True,1.5,2.0,-0.30530727620335296,0.6699728384115339,142,0.2746478873239437,-0.3311214851354276
1h,60,0.0,False,True,1.5,3.0,-0.20895655266504787,0.7553714272974101,121,0.2231404958677686,-0.31587484840157853
1h,60,0.0,False,True,2.0,1.0,-0.29301888739542115,0.6251743425123174,156,0.4166666666666667,-0.3198825316509889
1h,60,0.0,False,True,2.0,1.5,-0.2919655085317401,0.6447141526801318,139,0.3237410071942446,-0.3118729522663416
1h,60,0.0,False,True,2.0,2.0,-0.2769346886078211,0.641276930336501,127,0.2677165354330709,-0.34617369925536123
