tf,dc,adx,struct,shorts,stop,rr,ret,pf,n,win,dd
1h,60,0.0,False,True,2.0,3.0,-0.11280530994706461,0.849545409974524,105,0.23809523809523808,-0.2242769753524052
1h,60,0.0,False,True,3.0,1.0,-0.19193389190287347,0.6990550383549291,127,0.4330708661417323,-0.24092570367623967
1h,60,0.0,False,True,3.0,1.5,-0.12667315067781348,0.7833239972531669,102,0.3627450980392157,-0.2268394821364511
1h,60,0.0,False,True,3.0,2.0,-0.09399985835673741,0.8371523581354284,90,0.3111111111111111,-0.18100351620151833
1h,60,0.0,False,True,3.0,3.0,-0.11558222244203276,0.7683981095227298,69,0.21739130434782608,-0.2087613369077087
1h,60,0.0,False,False,1.5,1.0,-0.25113327378996697,0.4873562350779667,84,0.36904761904761907,-0.25113327378996697
1h,60,0.0,False,False,1.5,1.5,-0.2759815196753488,0.46209685638024156,76,0.2631578947368421,-0.2786341418492895
1h,60,0.0,False,False,1.5,2.0,-0.27426711735601095,0.4670286652758294,71,0.2112676056338028,-0.27426711735601095
1h,60,0.0,False,False,1.5,3.0,-0.22623446665578217,0.5528748867753278,64,0.171875,-0.22623446665578217
1h,60,0.0,False,False,2.0,1.0,-0.25420807664174017,0.4350436335344281,75,0.3333333333333333,-0.25420807664174017
1h,60,0.0,False,False,2.0,1.5,-0.2971840395657357,0.38741940662180485,71,0.22535211267605634,-0.2971840395657357
1h,60,0.0,False,False,2.0,2.0,-0.25981432954259576,0.46387309746646277,68,0.20588235294117646,-0.25981432954259576
1h,60,0.0,False,False,2.0,3.0,-0.17298129676380103,0.6222590443973086,59,0.1864406779661017,-0.17298129676380103
1h,60,0.0,False,False,3.0,1.0,-0.19701760168153337,0.46872709246022215,62,0.3387096774193548,-0.19701760168153337
1h,60,0.0,False,False,3.0,1.5,-0.17373220113985866,0.5438449379588035,57,0.2807017543859649,-0.17373220113985866
1h,60,0.0,False,False,3.0,2.0,-0.12835311418181372,0.6443469505881931,51,0.2549019607843137,-0.12863285910714972
1h,60,0.0,False,False,3.0,3.0,-0.13494788965488425,0.5777097375607547,41,0.17073170731707318,-0.1362543609143797
1h,60,20.0,True,True,1.5,1.0,-0.2704442650220613,0.35231948573489646,65,0.2923076923076923,-0.2704442650220613
1h,60,20.0,True,True,1.5,1.5,-0.2645421553915295,0.37090813094087843,59,0.22033898305084745,-0.2645421553915295
1h,60,20.0,True,True,1.5,2.0,-0.24350043656574294,0.4079679767283528,54,0.18518518518518517,-0.2484115119904926
1h,60,20.0,True,True,1.5,3.0,-0.21837878056547055,0.43018882449017887,49,0.14285714285714285,-0.24580142778655423
1h,60,20.0,True,True,2.0,1.0,-0.18244517196144494,0.4845647956945411,59,0.3559322033898305,-0.18244517196144494
1h,60,20.0,True,True,2.0,1.5,-0.13508386676454032,0.6216804560542599,54,0.3148148148148148,-0.13508386676454032
1h,60,20.0,True,True,2.0,2.0,-0.19572168926430444,0.4485477617116959,49,0.20408163265306123,-0.2180429003980715
1h,60,20.0,True,True,2.0,3.0,-0.21015548217581725,0.40608429204006474,45,0.13333333333333333,-0.21015548217581725
1h,60,20.0,True,True,3.0,1.0,-0.112125828742772,0.6157913899463138,52,0.40384615384615385,-0.13218294443490008
1h,60,20.0,True,True,3.0,1.5,-0.11110346706386898,0.6072626041726259,45,0.3111111111111111,-0.19888691507176437
1h,60,20.0,True,True,3.0,2.0,-0.15960646428748915,0.4455898190337449,40,0.2,-0.19526712281912573
1h,60,20.0,True,True,3.0,3.0,-0.15880942865658254,0.4714293858381622,40,0.15,-0.21932548251907147
1h,60,20.0,True,False,1.5,1.0,-0.14937094565553666,0.3087760868643385,30,0.26666666666666666,-0.14937094565553666
1h,60,20.0,True,False,1.5,1.5,-0.15190080769035152,0.2954608254871328,27,0.18518518518518517,-0.15488969484843418
1h,60,20.0,True,False,1.5,2.0,-0.14704744662583757,0.32135686128210517,26,0.15384615384615385,-0.1542031693126804
1h,60,20.0,True,False,1.5,3.0,-0.1298927430702035,0.3706722505764408,24,0.125,-0.14003508557955724
1h,60,20.0,True,False,2.0,1.0,-0.11674218807758296,0.3681022525948826,27,0.2962962962962963,-0.11674218807758296
1h,60,20.0,True,False,2.0,1.5,-0.11702013082388873,0.3995918502725973,26,0.23076923076923078,-0.1237452448844204
1h,60,20.0,True,False,2.0,2.0,-0.11567719079794936,0.37504287142513293,23,0.17391304347826086,-0.11567719079794936
1h,60,20.0,True,False,2.0,3.0,-0.14086273970559215,0.2693003076878695,22,0.09090909090909091,-0.14086273970559215
1h,60,20.0,True,False,3.0,1.0,-0.0758560600568986,0.5099707336710324,25,0.36,-0.09843859116705567
1h,60,20.0,True,False,3.0,1.5,-0.05184513284033587,0.6434757845872766,22,0.3181818181818182,-0.10646956969822874
1h,60,20.0,True,False,3.0,2.0,-0.08296222105968332,0.45830871714986143,20,0.2,-0.1080482724131141
1h,60,20.0,True,False,3.0,3.0,-0.04736819913889645,0.6929194100778928,20,0.2,-0.10646956969822874
1h,60,20.0,False,True,1.5,1.0,-0.3183657506021713,0.5835581838753356,149,0.40939597315436244,-0.33085227214358615
1h,60,20.0,False,True,1.5,1.5,-0.2977185982523036,0.6148091429232575,130,0.3230769230769231,-0.31263802908260774
1h,60,20.0,False,True,1.5,2.0,-0.2778123262487897,0.6390568260059387,116,0.2672413793103448,-0.29132662103121154
1h,60,20.0,False,True,1.5,3.0,-0.18120234385002398,0.7479542734879441,103,0.22330097087378642,-0.3211312654381565
1h,60,20.0,False,True,2.0,1.0,-0.25446461154274325,0.6188572620872317,130,0.4153846153846154,-0.27829945068297857
1h,60,20.0,False,True,2.0,1.5,-0.2369192947359806,0.6534556625471752,113,0.3274336283185841,-0.24774130852469833
1h,60,20.0,False,True,2.0,2.0,-0.2758911592943698,0.5798195746661304,104,0.25,-0.32110168132143035
1h,60,20.0,False,True,2.0,3.0,-0.15673949349861782,0.7564292767531262,91,0.21978021978021978,-0.2644835984913193
1h,60,20.0,False,True,3.0,1.0,-0.17230698918895904,0.6843059592070092,107,0.42990654205607476,-0.20816680200867854
1h,60,20.0,False,True,3.0,1.5,-0.0965249877039197,0.8099187096230017,89,0.3707865168539326,-0.20953501022230514
1h,60,20.0,False,True,3.0,2.0,-0.07071601817210882,0.8580953920706302,79,0.31645569620253167,-0.21578867569599602
1h,60,20.0,False,True,3.0,3.0,0.020194405317103925,1.0487055772500153,59,0.2711864406779661,-0.1975488468748713
1h,60,20.0,False,False,1.5,1.0,-0.19447736984269892,0.5035874994237182,66,0.3787878787878788,-0.19618822351171894
1h,60,20.0,False,False,1.5,1.5,-0.21490787880192097,0.4750264933480531,59,0.2711864406779661,-0.21490787880192097
1h,60,20.0,False,False,1.5,2.0,-0.22720734698676137,0.4464085335184028,54,0.2037037037037037,-0.22720734698676137
1h,60,20.0,False,False,1.5,3.0,-0.19435447873876377,0.5058775861294417,49,0.16326530612244897,-0.19435447873876377
1h,60,20.0,False,False,2.0,1.0,-0.17654652279711502,0.4897754305915035,58,0.3620689655172414,-0.1827791954227005
1h,60,20.0,False,False,2.0,1.5,-0.21883522699008362,0.4223836176479122,54,0.24074074074074073,-0.21883522699008362
1h,60,20.0,False,False,2.0,2.0,-0.2293976104168296,0.3879399620425792,50,0.18,-0.2293976104168296
1h,60,20.0,False,False,2.0,3.0,-0.14828427231931163,0.5755339405575991,45,0.17777777777777778,-0.18322871964785636
1h,60,20.0,False,False,3.0,1.0,-0.15343237709107993,0.49708857351014263,51,0.35294117647058826,-0.15474575165115745
1h,60,20.0,False,False,3.0,1.5,-0.10981754447914105,0.6296382417524797,45,0.3111111111111111,-0.11947033201237922
1h,60,20.0,False,False,3.0,2.0,-0.06430673207123305,0.7705684355968501,41,0.2926829268292683,-0.12716266099527695
1h,60,20.0,False,False,3.0,3.0,-0.061664133460514914,0.7561741431153741,33,0.21212121212121213,-0.10012697823594185
1h,60,25.0,True,True,1.5,1.0,-0.19488368258615096,0.4113524797959201,52,0.3269230769230769,-0.19488368258615096
1h,60,25.0,True,True,1.5,1.5,-0.18496975029812057,0.44906930281301716,47,0.2553191489361702,-0.18496975029812057
1h,60,25.0,True,True,1.5,2.0,-0.14050629836893624,0.5550851266561087,42,0.23809523809523808,-0.15287317779418985
1h,60,25.0,True,True,1.5,3.0,-0.11202373718097058,0.6102970161659954,37,0.1891891891891892,-0.19520581615092392
1h,60,25.0,True,True,2.0,1.0,-0.12601815419021167,0.5478137917433814,47,0.3829787234042553,-0.14321224673678956
1h,60,25.0,True,True,2.0,1.5,-0.06658782797493334,0.7532241657799864,42,0.35714285714285715,-0.09512548994058256
1h,60,25.0,True,True,2.0,2.0,-0.1225435315620238,0.5505623279204042,38,0.23684210526315788,-0.19059595684044883
1h,60,25.0,True,True,2.0,3.0,-0.14765991915377286,0.4554959055277174,34,0.14705882352941177,-0.18289714516932687
1h,60,25.0,True,True,3.0,1.0,-0.08177274736641116,0.6473098909068132,41,0.4146341463414634,-0.10410338890182014
1h,60,25.0,True,True,3.0,1.5,-0.08289876241468175,0.6273655385353207,35,0.3142857142857143,-0.16956882422800823
1h,60,25.0,True,True,3.0,2.0,-0.15735648405025981,0.340637404486187,31,0.16129032258064516,-0.17845428580957834
1h,60,25.0,True,True,3.0,3.0,-0.17329251018673109,0.2878679555514148,30,0.1,-0.20115397771040266
1h,60,25.0,True,False,1.5,1.0,-0.08044356689941012,0.3899680654349068,19,0.3157894736842105,-0.08476082926689688
1h,60,25.0,True,False,1.5,1.5,-0.07898971315152903,0.40241023646640695,17,0.23529411764705882,-0.0822355549631768
1h,60,25.0,True,False,1.5,2.0,-0.051225682696128705,0.5856385945702197,16,0.25,-0.0820358551525443
1h,60,25.0,True,False,2.0,1.0,-0.07580356689021284,0.3677207257111088,17,0.29411764705882354,-0.08117993303621573
1h,60,25.0,True,False,2.0,1.5,-0.06614619262969101,0.4505384318261485,16,0.25,-0.08059658320480545
1h,60,25.0,True,False,3.0,1.0,-0.04442000997148621,0.5478081872697328,16,0.375,-0.0697986246588096
1h,60,25.0,False,True,1.5,1.0,-0.2181497524599001,0.6265379971218097,112,0.42857142857142855,-0.2789268561105497
1h,60,25.0,False,True,1.5,1.5,-0.20927817651401515,0.6491871899938436,98,0.336734693877551,-0.2683549398934174
1h,60,25.0,False,True,1.5,2.0,-0.15839294551415006,0.7190258355087884,85,0.29411764705882354,-0.2718991383398044
1h,60,25.0,False,True,1.5,3.0,-0.07695602582775807,0.8583961138470931,77,0.24675324675324675,-0.2784732235910864
1h,60,25.0,False,True,2.0,1.0,-0.16988501057155359,0.6645684123297537,97,0.4329896907216495,-0.24846245051353288
1h,60,25.0,False,True,2.0,1.5,-0.13114996097960063,0.7427270007589297,84,0.35714285714285715,-0.2114370933363503
1h,60,25.0,False,True,2.0,2.0,-0.12032222906776902,0.7556613068144734,77,0.2987012987012987,-0.2739433394665508
1h,60,25.0,False,True,2.0,3.0,-0.13426678549350612,0.7190480256922549,66,0.21212121212121213,-0.2508782046212913
1h,60,25.0,False,True,3.0,1.0,-0.13157187291496997,0.6941916908062727,81,0.43209876543209874,-0.1549934375725902
1h,60,25.0,False,True,3.0,1.5,-0.03218367293721036,0.9170289649713868,68,0.39705882352941174,-0.15385588694181362
1h,60,25.0,False,True,3.0,2.0,-0.12486316896845406,0.6839680341270318,59,0.2711864406779661,-0.18422601924928816
1h,60,25.0,False,True,3.0,3.0,-0.07892474946234629,0.7916509158559055,50,0.22,-0.14686166280745105
1h,60,25.0,False,False,1.5,1.0,-0.1125653222361006,0.566178886292943,44,0.4090909090909091,-0.16266481101040065
1h,60,25.0,False,False,1.5,1.5,-0.12766070647975103,0.5433604334294264,40,0.3,-0.1509378816904473
1h,60,25.0,False,False,1.5,2.0,-0.11681620032177653,0.5693714900847303,36,0.25,-0.1594703500826561
1h,60,25.0,False,False,1.5,3.0,-0.06994684861316525,0.725008480605851,32,0.21875,-0.1502794313970045
1h,60,25.0,False,False,2.0,1.0,-0.13295730363180158,0.4473404853096728,38,0.34210526315789475,-0.15963972062035048
1h,60,25.0,False,False,2.0,1.5,-0.14520375212888081,0.4392741092314654,36,0.25,-0.164339815373591
1h,60,25.0,False,False,2.0,2.0,-0.13080277533789053,0.47595170978507456,33,0.21212121212121213,-0.16778864800656978
1h,60,25.0,False,False,2.0,3.0,-0.15577612047927158,0.3908505054399273,31,0.12903225806451613,-0.18407516141853175
1h,60,25.0,False,False,3.0,1.0,-0.11454254615888726,0.47749845870624097,35,0.34285714285714286,-0.11784847260257014
1h,60,25.0,False,False,3.0,1.5,-0.05913908182665639,0.6967663344257335,30,0.3333333333333333,-0.09496721067337943
1h,60,25.0,False,False,3.0,2.0,-0.11362785825268618,0.48288181925607426,29,0.20689655172413793,-0.11921640597425698
1h,60,25.0,False,False,3.0,3.0,-0.0586480491685617,0.7030081933823695,25,0.2,-0.07245912410844468
4h,10,0.0,True,True,1.5,1.0,-0.07502659364315445,0.694870836526892,44,0.4318181818181818,-0.07502659364315445
4h,10,0.0,True,True,1.5,1.5,-0.035888651215572054,0.8468217524664989,37,0.3783783783783784,-0.05824441999096197
4h,10,0.0,True,True,1.5,2.0,-0.013790458773517478,0.9385309966474723,33,0.3333333333333333,-0.04336394954777101
4h,10,0.0,True,True,1.5,3.0,-0.051211079092643885,0.7643618603272602,28,0.21428571428571427,-0.09838109345562163
4h,10,0.0,True,True,2.0,1.0,-0.009912944374910748,0.9503460806572032,40,0.5,-0.038778559197619744
4h,10,0.0,True,True,2.0,1.5,-0.06079495304292393,0.716467344536598,33,0.3333333333333333,-0.06079495304292393
4h,10,0.0,True,True,2.0,2.0,-0.018779935839767115,0.9103512257785893,31,0.3225806451612903,-0.05016484072380967
4h,10,0.0,True,True,2.0,3.0,-0.09131993195397137,0.5442263163834142,25,0.16,-0.0995133965369015
4h,10,0.0,True,True,3.0,1.0,-0.027732500523969472,0.8113827996644286,28,0.4642857142857143,-0.05034826840629825
4h,10,0.0,True,True,3.0,1.5,-0.03381105716798771,0.7675763456328734,23,0.34782608695652173,-0.060323610925302806
4h,10,0.0,True,True,3.0,2.0,-0.07121836296891393,0.5001966365738276,19,0.21052631578947367,-0.07948770901117852
4h,10,0.0,True,True,3.0,3.0,-0.024220262005953064,0.821560600010659,18,0.2222222222222222,-0.06785909639656307
4h,10,0.0,True,False,1.5,1.0,-0.038229190208862396,0.729689103875578,25,0.44,-0.05631193800124379
4h,10,0.0,True,False,1.5,1.5,-0.019046122497999418,0.8586455783028755,21,0.38095238095238093,-0.05948671903115166
4h,10,0.0,True,False,1.5,2.0,-0.01866352303807306,0.8617964126548793,19,0.3157894736842105,-0.05946490572816476
4h,10,0.0,True,False,1.5,3.0,-0.04485042612874712,0.6630323585693837,16,0.1875,-0.08919521295556576
4h,10,0.0,True,False,2.0,1.0,-0.006660778865332229,0.9408209736924837,22,0.5,-0.03967859244855221
4h,10,0.0,True,False,2.0,1.5,-0.04372944172640969,0.6633618478419564,19,0.3157894736842105,-0.06106458009428073
4h,10,0.0,True,False,2.0,2.0,-0.025691761384200817,0.7892523162358589,17,0.29411764705882354,-0.0524774481623651
4h,10,0.0,True,False,3.0,1.0,-0.032724100011589874,0.6684136016755928,17,0.4117647058823529,-0.05048936918736002
4h,10,0.0,False,True,1.5,1.0,-0.15608519504794016,0.7132969020607184,103,0.4368932038834951,-0.15608519504794016
4h,10,0.0,False,True,1.5,1.5,-0.04879426367496542,0.9099458953062789,89,0.39325842696629215,-0.09986798479116721
4h,10,0.0,False,True,1.5,2.0,-0.11385848422402012,0.7674258435404847,75,0.29333333333333333,-0.18380625055125277
4h,10,0.0,False,True,1.5,3.0,-0.2171580154694609,0.5490273565685947,66,0.16666666666666666,-0.2171580154694609
4h,10,0.0,False,True,2.0,1.0,-0.09096355773826004,0.8087322828975185,91,0.46153846153846156,-0.09096355773826004
4h,10,0.0,False,True,2.0,1.5,-0.11648514862322046,0.7247825141028661,68,0.3382352941176471,-0.11648514862322046
4h,10,0.0,False,True,2.0,2.0,-0.14364592937126597,0.659014625283007,62,0.25806451612903225,-0.14388031504189736
4h,10,0.0,False,True,2.0,3.0,-0.09729718402440612,0.6855488057177885,41,0.1951219512195122,-0.1348409025174171
4h,10,0.0,False,True,3.0,1.0,-0.029818718174015157,0.8633035417217184,44,0.4772727272727273,-0.06955816438245999
4h,10,0.0,False,True,3.0,1.5,-0.00920578927475979,0.9549691487883584,35,0.4,-0.058416058435019735
4h,10,0.0,False,True,3.0,2.0,-0.0974206209434395,0.41154758021126664,22,0.18181818181818182,-0.0974206209434395
4h,10,0.0,False,True,3.0,3.0,-0.015540898936241332,0.8971735579844728,21,0.23809523809523808,-0.0851912603845365
4h,10,0.0,False,False,1.5,1.0,0.0001234395581786174,1.0005182121834435,48,0.5208333333333334,-0.05002345026021704
4h,10,0.0,False,False,1.5,1.5,0.012551149291252006,1.0500503535067751,42,0.42857142857142855,-0.06840193976243736
4h,10,0.0,False,False,1.5,2.0,-0.007965017616360037,0.9688115967246923,38,0.34210526315789475,-0.08060778498001042
4h,10,0.0,False,False,1.5,3.0,-0.05243724609350797,0.7921935615732726,32,0.21875,-0.07725128347659815
4h,10,0.0,False,False,2.0,1.0,-0.013791638403252149,0.9387684614582911,44,0.5,-0.0689255118890707
4h,10,0.0,False,False,2.0,1.5,0.003960526000413411,1.0183228275996872,36,0.4166666666666667,-0.06733721319099917
4h,10,0.0,False,False,2.0,2.0,-0.03971155875449972,0.826742396025837,33,0.30303030303030304,-0.06824412129081026
4h,10,0.0,False,False,2.0,3.0,-0.0003420622379646243,0.9983238590007559,27,0.25925925925925924,-0.05806663425642178
4h,10,0.0,False,False,3.0,1.0,-0.00717762137201805,0.9527198213654579,30,0.5,-0.057267678843368586
4h,10,0.0,False,False,3.0,1.5,-0.034843617985873765,0.7681543775303962,23,0.34782608695652173,-0.06324825389054667
4h,10,0.0,False,False,3.0,2.0,-0.03741697046659287,0.7159797131993826,18,0.2777777777777778,-0.048693631582128805
4h,10,0.0,False,False,3.0,3.0,-0.051302522614962265,0.6227760787107889,17,0.17647058823529413,-0.06787656348102289
4h,10,20.0,True,True,1.5,1.0,-0.060488811234278184,0.6625025837876525,31,0.41935483870967744,-0.06932277107994189
4h,10,20.0,True,True,1.5,1.5,-0.05550967195690659,0.6903329669379488,27,0.3333333333333333,-0.06579287151551994
4h,10,20.0,True,True,1.5,2.0,-0.06847844700289829,0.6090689311351576,24,0.25,-0.0798849702329355
4h,10,20.0,True,True,1.5,3.0,-0.056384936981613065,0.6563732479267859,21,0.19047619047619047,-0.09900789183882275
4h,10,20.0,True,True,2.0,1.0,-0.018000446783951296,0.8776551531116175,29,0.4827586206896552,-0.05122529182183133
4h,10,20.0,True,True,2.0,1.5,-0.09071449744721449,0.4691385398490406,24,0.25,-0.09071449744721449
4h,10,20.0,True,True,2.0,2.0,-0.07346512702426211,0.5450347048818552,22,0.22727272727272727,-0.09608508519158421
4h,10,20.0,True,True,2.0,3.0,-0.08092898368846779,0.49715870552963626,20,0.15,-0.09682290168362595
4h,10,20.0,True,True,3.0,1.0,-0.060152449291847376,0.5445200360807771,22,0.36363636363636365,-0.06745998729149816
4h,10,20.0,True,True,3.0,1.5,-0.05997620334945297,0.5790746757298656,21,0.2857142857142857,-0.06937064844783092
4h,10,20.0,True,True,3.0,2.0,-0.07881017966505022,0.39887584747766514,17,0.17647058823529413,-0.07883536120539103
4h,10,20.0,True,True,3.0,3.0,-0.052785038298183484,0.5983294538984766,17,0.17647058823529413,-0.0780565605177479
4h,10,20.0,True,False,1.5,1.0,-0.04486979804028379,0.5950266764425322,18,0.3888888888888889,-0.06145766312085532
4h,10,20.0,True,False,1.5,1.5,-0.04056202105855122,0.6353810865388205,16,0.3125,-0.04955620644698855
4h,10,20.0,True,False,1.5,2.0,-0.06358061111548974,0.4655308484279425,15,0.2,-0.06358061111548974
4h,10,20.0,True,False,2.0,1.0,-0.02480719243165963,0.725691584421899,16,0.4375,-0.032821777394842155
4h,10,20.0,True,False,2.0,1.5,-0.07499332168445239,0.35564671438260664,15,0.2,-0.07499332168445239
4h,10,20.0,False,True,1.5,1.0,-0.13711847173299796,0.6552249998344383,72,0.4166666666666667,-0.14472906754749904
4h,10,20.0,False,True,1.5,1.5,-0.06607770854436945,0.8291489437667907,64,0.375,-0.12858375812933276
4h,10,20.0,False,True,1.5,2.0,-0.14306804753571345,0.617167528379629,55,0.2545454545454545,-0.18265052758038258
4h,10,20.0,False,True,1.5,3.0,-0.11675230226309086,0.6846562937178159,50,0.2,-0.17225592099859288
4h,10,20.0,False,True,2.0,1.0,-0.09241184110708567,0.7312260645446939,64,0.4375,-0.09241184110708567
4h,10,20.0,False,True,2.0,1.5,-0.1680430271740987,0.5100219371021607,52,0.2692307692307692,-0.1818002056559056
4h,10,20.0,False,True,2.0,2.0,-0.12347264597193375,0.6293217794747687,48,0.25,-0.13692661900907066
4h,10,20.0,False,True,2.0,3.0,-0.10574086941237437,0.5991418380145448,34,0.17647058823529413,-0.12733842201000056
4h,10,20.0,False,True,3.0,1.0,-0.09109341721732012,0.5892863319934966,39,0.38461538461538464,-0.09109341721732012
4h,10,20.0,False,True,3.0,1.5,-0.07765394663527792,0.6547776348881569,35,0.3142857142857143,-0.08407583339898861
4h,10,20.0,False,True,3.0,2.0,-0.08116582016505858,0.5645973893937923,26,0.23076923076923078,-0.08116582016505858
4h,10,20.0,False,True,3.0,3.0,-0.0347406042726196,0.7986216004659525,23,0.21739130434782608,-0.0431484639649623
4h,10,20.0,False,False,1.5,1.0,-0.06053358659369645,0.6983171726943144,35,0.42857142857142855,-0.07816280149449939
4h,10,20.0,False,False,1.5,1.5,-0.0694603886241324,0.6668928098904164,31,0.3225806451612903,-0.08287250360034037
4h,10,20.0,False,False,1.5,2.0,-0.08728755357101914,0.5939470083239013,29,0.2413793103448276,-0.10484693143244417
4h,10,20.0,False,False,1.5,3.0,-0.10430299675922106,0.513280698679115,26,0.15384615384615385,-0.13005349390770893
4h,10,20.0,False,False,2.0,1.0,-0.06575837562584641,0.648587682011441,32,0.40625,-0.07475181653241725
4h,10,20.0,False,False,2.0,1.5,-0.11457356407612573,0.45174593252752826,29,0.2413793103448276,-0.1274111319099035
4h,10,20.0,False,False,2.0,2.0,-0.11895694429804349,0.4316438471008892,27,0.18518518518518517,-0.13598161588474145
4h,10,20.0,False,False,2.0,3.0,-0.09221301711746221,0.546072194701412,25,0.16,-0.11838644207384807
4h,10,20.0,False,False,3.0,1.0,-0.06279953066814237,0.5934726967011177,26,0.38461538461538464,-0.07190234115730332
4h,10,20.0,False,False,3.0,1.5,-0.023760178853580838,0.8312059224001425,22,0.36363636363636365,-0.06313160643534188
4h,10,20.0,False,False,3.0,2.0,-0.012560565913488642,0.8859491105947548,16,0.3125,-0.04752614184407389
4h,10,20.0,False,False,3.0,3.0,-0.041958920710925995,0.6735161196284167,16,0.1875,-0.069660787270453
4h,10,25.0,True,True,1.5,1.0,-0.04043568999423719,0.749030911710505,29,0.4482758620689655,-0.05698124892827572
4h,10,25.0,True,True,1.5,1.5,-0.049498133172581005,0.6909494672089013,24,0.3333333333333333,-0.06007019221039822
4h,10,25.0,True,True,1.5,2.0,-0.048151486406098454,0.6951027448976185,22,0.2727272727272727,-0.070446759806292
4h,10,25.0,True,True,1.5,3.0,-0.04679391756678797,0.6982910928314526,20,0.2,-0.09841264243429282
4h,10,25.0,True,True,2.0,1.0,0.00072264614020634,1.0055882113830084,27,0.5185185185185185,-0.041587337596782126
4h,10,25.0,True,True,2.0,1.5,-0.073665620008047,0.5217318338775676,22,0.2727272727272727,-0.08125819987265126
4h,10,25.0,True,True,2.0,2.0,-0.08145003717829968,0.460152221151795,20,0.2,-0.09740588840738096
4h,10,25.0,True,True,2.0,3.0,-0.06238640794376915,0.5628281734106386,18,0.16666666666666666,-0.08736719192652032
4h,10,25.0,True,True,3.0,1.0,-0.042630786223819106,0.628405731473353,20,0.4,-0.05875545274726934
4h,10,25.0,True,True,3.0,1.5,-0.041072977367572094,0.6694893457142888,19,0.3157894736842105,-0.05910274909047053
4h,10,25.0,True,True,3.0,2.0,-0.06092742231226733,0.4618760233686862,15,0.2,-0.06958793047712863
4h,10,25.0,True,True,3.0,3.0,-0.03425894865611878,0.6965217957498052,15,0.2,-0.06816579750020368
4h,10,25.0,True,False,1.5,1.0,-0.03540166744391027,0.6510854577856607,17,0.4117647058823529,-0.052153966726829926
4h,10,25.0,True,False,2.0,1.0,-0.014536407987738809,0.8194738699633555,15,0.4666666666666667,-0.03025754102931899
4h,10,25.0,False,True,1.5,1.0,-0.0959423384939524,0.6838041189779184,56,0.42857142857142855,-0.1288561360587357
4h,10,25.0,False,True,1.5,1.5,-0.06357949949362118,0.7799555358459831,47,0.3617021276595745,-0.10699868280446356
4h,10,25.0,False,True,1.5,2.0,-0.07811025720167741,0.7216178844815734,42,0.2857142857142857,-0.14646133414700468
4h,10,25.0,False,True,1.5,3.0,-0.06655052340312817,0.7772551479413979,41,0.21951219512195122,-0.14515198169852428
4h,10,25.0,False,True,2.0,1.0,-0.062204059990457417,0.7597553283704362,49,0.4489795918367347,-0.08245340397964662
4h,10,25.0,False,True,2.0,1.5,-0.10938297392471308,0.6028060480366109,43,0.3023255813953488,-0.14600270547256566
4h,10,25.0,False,True,2.0,2.0,-0.09609208410402736,0.6158150676197733,36,0.25,-0.1275062922860326
4h,10,25.0,False,True,2.0,3.0,-0.12813928422092735,0.43636152070328116,29,0.13793103448275862,-0.15199585065637888
4h,10,25.0,False,True,3.0,1.0,-0.08085946891259177,0.5815744159705025,34,0.38235294117647056,-0.09818413000176884
4h,10,25.0,False,True,3.0,1.5,-0.07792384063797075,0.6029988994447816,30,0.3,-0.10195757252752935
4h,10,25.0,False,True,3.0,2.0,-0.08044229029543681,0.4617730878236438,20,0.2,-0.08768989272268679
4h,10,25.0,False,True,3.0,3.0,-0.05717016177005607,0.6447881212461882,21,0.19047619047619047,-0.07944003869239546
4h,10,25.0,False,False,1.5,1.0,-0.05750140307888174,0.6138816675941066,25,0.4,-0.07159500817033793
4h,10,25.0,False,False,1.5,1.5,-0.06613258517446063,0.5534797731195381,21,0.2857142857142857,-0.07185550527231788
4h,10,25.0,False,False,1.5,2.0,-0.06646397200455234,0.5737208823278309,21,0.23809523809523808,-0.08952788352439855
4h,10,25.0,False,False,1.5,3.0,-0.11994417992155904,0.30030554378817176,20,0.1,-0.11994417992155904
4h,10,25.0,False,False,2.0,1.0,-0.06387683214243567,0.5320122582476581,22,0.36363636363636365,-0.06387683214243567
4h,10,25.0,False,False,2.0,1.5,-0.08643009795754386,0.4326834463942013,21,0.23809523809523808,-0.09217397148786344
4h,10,25.0,False,False,2.0,2.0,-0.11582404037257255,0.22957157793587069,18,0.1111111111111111,-0.11582404037257255
4h,10,25.0,False,False,2.0,3.0,-0.09884833112358138,0.34474411150771517,18,0.1111111111111111,-0.10654780959679244
4h,10,25.0,False,False,3.0,1.0,-0.059012174776262194,0.4803811603636628,18,0.3333333333333333,-0.059012174776262194
4h,10,25.0,False,False,3.0,1.5,-0.05926057573373933,0.4802794989438856,16,0.25,-0.05926057573373933
4h,20,0.0,True,True,1.5,1.0,-0.06406944373081858,0.7171760413086076,41,0.43902439024390244,-0.06900264816621615
4h,20,0.0,True,True,1.5,1.5,-0.030237459397283062,0.858883338553933,34,0.38235294117647056,-0.048709011411837255
4h,20,0.0,True,True,1.5,2.0,-0.023225253399034362,0.8914310588844805,31,0.3225806451612903,-0.04424870668091019
4h,20,0.0,True,True,1.5,3.0,-0.030139098137661913,0.8497301813275752,26,0.23076923076923078,-0.08918493883188439
4h,20,0.0,True,True,2.0,1.0,-0.018557617914956803,0.9021003325732592,37,0.4864864864864865,-0.03910676827782855
